"cell_category","supercluster_term","cluster_id","subcluster_id","n"
"Excitatory_projection","Amygdala excitatory","155","2468",624
"Excitatory_projection","Amygdala excitatory","405","1945",624
"Inhibitory_projection_MSN","Medium spiny neuron","218","2116",624
"Inhibitory_interneuron","CGE interneuron","285","609",623
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1979",622
"Excitatory_projection","Thalamic excitatory","448","112",621
"Inhibitory_interneuron","CGE interneuron","279","615",621
"Inhibitory_interneuron","CGE interneuron","295","500",620
"Excitatory_projection","Deep-layer corticothalamic and 6b","105","2814",617
"Inhibitory_interneuron","CGE interneuron","280","581",617
"Inhibitory_projection_MSN","Medium spiny neuron","216","2051",617
"Splatter","Splatter","413","1141",616
"Excitatory_projection","Hippocampal CA1-3","187","2268",615
"Inhibitory_interneuron","MGE interneuron","239","319",614
"Inhibitory_interneuron","MGE interneuron","241","316",613
"Excitatory_projection","Thalamic excitatory","459","1089",612
"Excitatory_projection","Deep-layer intratelencephalic","143","2724",611
"Excitatory_projection","Mammillary body","324","1849",610
"Inhibitory_interneuron","MGE interneuron","239","352",610
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2862",609
"Excitatory_projection","Amygdala excitatory","405","2513",608
"Inhibitory_interneuron","CGE interneuron","279","595",607
"Inhibitory_projection_MSN","Medium spiny neuron","216","2050",606
"Splatter","Splatter","366","1419",606
"Inhibitory_projection_MSN","Medium spiny neuron","216","2049",605
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2887",604
"Excitatory_projection","Hippocampal CA1-3","184","2288",604
"Inhibitory_interneuron","MGE interneuron","249","267",604
"Splatter","Splatter","370","1019",604
"Splatter","Splatter","410","843",604
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2824",603
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","265","382",603
"Splatter","Splatter","429","1508",603
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2829",602
"Excitatory_projection","Deep-layer intratelencephalic","147","2494",600
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","228","2160",597
"Excitatory_projection","Mammillary body","326","1851",596
"Splatter","Splatter","429","1816",596
"Excitatory_projection","Hippocampal CA4","197","2242",595
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","269","457",593
"Excitatory_projection","Upper-layer intratelencephalic","133","2673",592
"Splatter","Splatter","335","746",591
"Splatter","Splatter","366","1196",590
"Excitatory_projection","Deep-layer corticothalamic and 6b","105","2813",589
"Splatter","Splatter","368","1197",586
"Splatter","Splatter","415","1684",585
"Excitatory_projection","Hippocampal CA1-3","184","2274",584
"Splatter","Splatter","365","1243",584
"Excitatory_projection","Lower rhombic lip","316","787",583
"Inhibitory_interneuron","MGE interneuron","236","391",583
"Inhibitory_projection_MSN","Medium spiny neuron","214","2042",581
"Inhibitory_projection_MSN","Medium spiny neuron","212","2056",580
"Excitatory_projection","Thalamic excitatory","447","119",579
"Excitatory_projection","Thalamic excitatory","458","68",579
"Inhibitory_interneuron","CGE interneuron","279","613",578
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2826",577
"Excitatory_projection","Thalamic excitatory","459","45",577
"Excitatory_projection","Thalamic excitatory","459","47",577
"Splatter","Splatter","415","860",577
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2885",576
"Splatter","Splatter","413","1148",576
"Excitatory_projection","Thalamic excitatory","458","92",575
"Inhibitory_interneuron","CGE interneuron","285","608",574
"Inhibitory_interneuron","CGE interneuron","281","591",573
"Excitatory_projection","Amygdala excitatory","405","1950",572
"Inhibitory_interneuron","MGE interneuron","241","321",572
"Inhibitory_interneuron","MGE interneuron","255","366",572
"Inhibitory_projection_MSN","Medium spiny neuron","217","2126",572
"Splatter","Splatter","415","1481",572
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2865",570
"Inhibitory_interneuron","CGE interneuron","285","601",570
"Splatter","Splatter","368","1427",566
"Excitatory_projection","Lower rhombic lip","321","792",565
"Inhibitory_projection_MSN","Medium spiny neuron","217","2131",565
"Inhibitory_interneuron","Cerebellar inhibitory","307","157",564
"Inhibitory_projection_MSN","Medium spiny neuron","218","2113",562
"Excitatory_projection","Hippocampal CA1-3","185","2293",561
"Inhibitory_interneuron","CGE interneuron","282","570",561
"Excitatory_projection","Thalamic excitatory","448","114",558
"Inhibitory_interneuron","MGE interneuron","239","348",558
"Inhibitory_interneuron","CGE interneuron","283","560",556
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","233","2174",556
"Excitatory_projection","Mammillary body","328","1847",554
"Splatter","Splatter","429","1805",554
"Excitatory_projection","Hippocampal CA1-3","187","2284",553
"Inhibitory_interneuron","MGE interneuron","254","209",553
"Miscellaneous","Miscellaneous","167","2789",552
"Excitatory_projection","Amygdala excitatory","406","1956",551
"Splatter","Splatter","365","1251",550
"Inhibitory_projection_MSN","Medium spiny neuron","217","2125",548
"Excitatory_projection","Amygdala excitatory","153","2466",547
"Excitatory_projection","Hippocampal dentate gyrus","205","2211",547
"Excitatory_projection","Amygdala excitatory","161","2410",546
"Splatter","Splatter","343","1602",546
"Splatter","Splatter","429","1815",546
"Excitatory_projection","Amygdala excitatory","161","2414",545
"Excitatory_projection","Deep-layer near-projecting","92","2976",545
"Excitatory_projection","Thalamic excitatory","459","1085",544
"Inhibitory_interneuron","MGE interneuron","261","420",544
"Excitatory_projection","Hippocampal CA1-3","186","2269",543
"Inhibitory_interneuron","MGE interneuron","236","329",543
"Inhibitory_interneuron","Midbrain-derived inhibitory","435","665",542
"Splatter","Splatter","418","1796",542
"Splatter","Splatter","429","1809",542
"Inhibitory_interneuron","CGE interneuron","295","492",541
"Excitatory_projection","Upper-layer intratelencephalic","133","2669",540
"Miscellaneous","Miscellaneous","165","2362",539
"Splatter","Splatter","366","1242",539
"Splatter","Splatter","418","1795",539
"Excitatory_projection","Thalamic excitatory","458","71",538
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","386",537
"Splatter","Splatter","365","1234",537
"Splatter","Splatter","368","1213",537
"Inhibitory_interneuron","CGE interneuron","280","587",536
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","273","470",536
"Inhibitory_interneuron","MGE interneuron","255","370",536
"Excitatory_projection","Amygdala excitatory","161","2409",534
"Excitatory_projection","Deep-layer intratelencephalic","139","2774",534
"Excitatory_projection","Amygdala excitatory","406","1939",533
"Inhibitory_interneuron","MGE interneuron","251","277",533
"Excitatory_projection","Amygdala excitatory","406","1941",532
"Inhibitory_projection_MSN","Medium spiny neuron","218","2115",532
"Splatter","Splatter","366","1421",531
"Splatter","Splatter","365","1267",529
"Splatter","Splatter","359","1919",527
"Excitatory_projection","Hippocampal CA1-3","186","2283",526
"Excitatory_projection","Amygdala excitatory","153","2461",525
"Excitatory_projection","Thalamic excitatory","448","64",525
"Inhibitory_interneuron","CGE interneuron","285","603",525
"Inhibitory_interneuron","MGE interneuron","236","396",525
"Inhibitory_interneuron","CGE interneuron","294","621",524
"Excitatory_projection","Deep-layer corticothalamic and 6b","108","2809",523
"Inhibitory_interneuron","CGE interneuron","280","584",523
"Inhibitory_interneuron","CGE interneuron","295","499",523
"Splatter","Splatter","364","1068",523
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2825",522
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1975",521
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1977",521
"Excitatory_projection","Deep-layer intratelencephalic","146","2508",520
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2818",519
"Miscellaneous","Miscellaneous","117","2522",519
"Excitatory_projection","Hippocampal CA1-3","187","2423",518
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","270","441",518
"Splatter","Splatter","383","1112",518
"Excitatory_projection","Amygdala excitatory","406","1938",517
"Inhibitory_interneuron","MGE interneuron","236","390",515
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","232","2149",515
"Miscellaneous","Miscellaneous","178","2797",515
"Excitatory_projection","Thalamic excitatory","447","118",514
"Inhibitory_projection_MSN","Medium spiny neuron","212","2063",514
"Excitatory_projection","Deep-layer corticothalamic and 6b","84","2915",512
"Inhibitory_interneuron","CGE interneuron","284","547",512
"Inhibitory_interneuron","Midbrain-derived inhibitory","438","660",512
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","223","1990",512
"Splatter","Splatter","412","1130",511
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","225","2002",510
"Excitatory_projection","Hippocampal CA1-3","187","2424",509
"Excitatory_projection","Thalamic excitatory","448","77",509
"Excitatory_projection","Thalamic excitatory","456","76",509
"Splatter","Splatter","365","1266",509
"Excitatory_projection","Deep-layer intratelencephalic","145","2378",508
"Inhibitory_interneuron","CGE interneuron","281","590",508
"Splatter","Splatter","356","1348",508
"Excitatory_projection","Amygdala excitatory","405","1942",506
"Excitatory_projection","Deep-layer near-projecting","94","2955",506
"Splatter","Splatter","364","1006",506
"Inhibitory_projection_MSN","Medium spiny neuron","217","2122",505
"Excitatory_projection","Amygdala excitatory","158","1951",504
"Excitatory_projection","Thalamic excitatory","450","84",504
"Inhibitory_projection_MSN","Medium spiny neuron","218","2119",504
"Splatter","Splatter","429","1818",504
"Excitatory_projection","Hippocampal CA4","192","2263",502
"Excitatory_projection","Upper-layer intratelencephalic","127","2581",501
"Splatter","Splatter","365","1265",501
"Splatter","Splatter","390","1404",501
"Excitatory_projection","Amygdala excitatory","153","2462",500
"Inhibitory_interneuron","Cerebellar inhibitory","307","160",500
"Inhibitory_interneuron","MGE interneuron","236","392",500
"Inhibitory_projection_MSN","Medium spiny neuron","427","2186",499
"Excitatory_projection","Deep-layer intratelencephalic","152","2665",498
"Splatter","Splatter","365","1239",498
"Splatter","Splatter","413","1140",497
"Excitatory_projection","Mammillary body","330","1837",496
"Splatter","Splatter","343","1605",496
"Splatter","Splatter","429","1807",496
"Splatter","Splatter","429","1824",496
"Excitatory_projection","Deep-layer near-projecting","90","2951",495
"Inhibitory_interneuron","MGE interneuron","239","349",495
"Splatter","Splatter","345","1584",495
"Splatter","Splatter","368","1189",495
"Splatter","Splatter","383","1108",495
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2823",494
"Excitatory_projection","Mammillary body","325","1850",493
"Inhibitory_interneuron","CGE interneuron","295","493",492
"Splatter","Splatter","417","1678",492
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2857",489
"Inhibitory_interneuron","CGE interneuron","280","583",489
"Splatter","Splatter","235","198",487
"Excitatory_projection","Deep-layer intratelencephalic","151","2649",486
"Splatter","Splatter","402","2194",486
"Splatter","Splatter","425","1743",486
"Excitatory_projection","Thalamic excitatory","448","110",485
"Splatter","Splatter","356","1932",485
"Excitatory_projection","Thalamic excitatory","458","73",484
"Splatter","Splatter","417","1677",484
"Splatter","Splatter","429","1808",484
"Inhibitory_interneuron","Midbrain-derived inhibitory","439","659",483
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2886",482
"Splatter","Splatter","362","769",482
"Splatter","Splatter","415","1504",482
"Inhibitory_interneuron","MGE interneuron","240","325",479
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1976",479
"Miscellaneous","Miscellaneous","117","2525",477
"Excitatory_projection","Thalamic excitatory","453","96",476
"Splatter","Splatter","235","293",476
"Splatter","Splatter","356","1354",476
"Excitatory_projection","Hippocampal CA4","197","2240",475
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","378",474
"Excitatory_projection","Deep-layer near-projecting","95","2968",473
"Inhibitory_projection_MSN","Medium spiny neuron","213","2031",473
"Splatter","Splatter","365","1240",473
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2856",472
"Excitatory_projection","Hippocampal CA1-3","188","2295",472
"Inhibitory_interneuron","CGE interneuron","285","602",470
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","234","2169",470
"Excitatory_projection","Amygdala excitatory","405","1943",468
"Excitatory_projection","Thalamic excitatory","459","1091",468
"Inhibitory_interneuron","Midbrain-derived inhibitory","436","709",468
"Splatter","Splatter","418","1790",468
"Excitatory_projection","Deep-layer intratelencephalic","146","2653",467
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","226","2004",467
"Splatter","Splatter","359","1324",467
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","275","452",466
"Splatter","Splatter","429","1813",466
"Excitatory_projection","Thalamic excitatory","447","120",465
"Excitatory_projection","Mammillary body","325","1826",464
"Excitatory_projection","Mammillary body","326","1852",464
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","265","380",463
"Excitatory_projection","Lower rhombic lip","320","794",462
"Splatter","Splatter","368","1193",462
"Excitatory_projection","Deep-layer intratelencephalic","146","2503",461
"Inhibitory_interneuron","CGE interneuron","284","549",460
"Inhibitory_projection_MSN","Medium spiny neuron","213","2032",459
"Inhibitory_projection_MSN","Medium spiny neuron","216","2055",459
"Splatter","Splatter","412","1131",458
"Excitatory_projection","Hippocampal CA1-3","180","2310",455
"Excitatory_projection","Mammillary body","324","1857",454
"Splatter","Splatter","350","1652",454
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","222","1986",452
"Splatter","Splatter","415","832",452
"Excitatory_projection","Deep-layer near-projecting","90","2946",451
"Inhibitory_interneuron","CGE interneuron","281","592",451
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","225","2001",451
"Miscellaneous","Miscellaneous","117","2524",451
"Splatter","Splatter","418","1797",451
"Excitatory_projection","Deep-layer near-projecting","94","2957",450
"Splatter","Splatter","431","813",450
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2864",449
"Splatter","Splatter","364","1061",449
"Excitatory_projection","Deep-layer corticothalamic and 6b","101","2846",447
"Splatter","Splatter","416","862",447
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","222","1984",446
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","233","2157",446
"Splatter","Splatter","345","1585",446
"Excitatory_projection","Amygdala excitatory","161","2412",445
"Excitatory_projection","Thalamic excitatory","451","87",445
"Excitatory_projection","Thalamic excitatory","458","67",444
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","275","456",444
"Excitatory_projection","Amygdala excitatory","154","2469",443
"Excitatory_projection","Amygdala excitatory","160","2390",442
"Excitatory_projection","Deep-layer corticothalamic and 6b","84","2920",441
"Inhibitory_interneuron","CGE interneuron","277","636",441
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","232","2145",439
"Splatter","Splatter","383","1220",439
"Splatter","Splatter","417","861",439
"Excitatory_projection","Thalamic excitatory","459","1084",438
"Splatter","Splatter","334","1577",438
"Splatter","Splatter","365","1235",438
"Excitatory_projection","Mammillary body","329","1835",437
"Splatter","Splatter","366","1056",437
"Splatter","Splatter","366","1425",437
"Splatter","Splatter","415","1479",437
"Excitatory_projection","Deep-layer near-projecting","92","2974",436
"Splatter","Splatter","356","1345",436
"Splatter","Splatter","415","1162",436
"Excitatory_projection","Deep-layer near-projecting","90","2949",435
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","269","467",435
"Inhibitory_interneuron","MGE interneuron","256","364",435
"Inhibitory_projection_MSN","Medium spiny neuron","427","1714",435
"Splatter","Splatter","366","1271",434
"Splatter","Splatter","366","1424",434
"Excitatory_projection","Mammillary body","332","1282",433
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","274","449",433
"Excitatory_projection","Amygdala excitatory","158","2406",431
"Excitatory_projection","Deep-layer corticothalamic and 6b","104","2854",431
"Inhibitory_interneuron","CGE interneuron","281","593",431
"Splatter","Splatter","418","1792",431
"Splatter","Splatter","364","1063",430
"Splatter","Splatter","380","901",430
"Splatter","Splatter","412","1160",430
"Inhibitory_interneuron","CGE interneuron","284","545",428
"Splatter","Splatter","418","1787",428
"Inhibitory_interneuron","MGE interneuron","239","346",427
"Splatter","Splatter","412","1137",427
"Excitatory_projection","Upper-layer intratelencephalic","133","2676",426
"Splatter","Splatter","366","1418",426
"Inhibitory_interneuron","MGE interneuron","253","219",425
"Splatter","Splatter","359","1320",422
"Splatter","Splatter","363","22",421
"Excitatory_projection","Deep-layer intratelencephalic","143","2726",420
"Splatter","Splatter","237","184",419
"Splatter","Splatter","365","1260",418
"Splatter","Splatter","412","1161",418
"Inhibitory_projection_MSN","Medium spiny neuron","218","2112",417
"Splatter","Splatter","390","1333",417
"Excitatory_projection","Lower rhombic lip","319","800",415
"Inhibitory_interneuron","MGE interneuron","260","332",415
"Inhibitory_interneuron","MGE interneuron","260","334",415
"Inhibitory_projection_MSN","Medium spiny neuron","218","2108",415
"Inhibitory_interneuron","MGE interneuron","255","369",414
"Miscellaneous","Miscellaneous","132","2788",414
"Inhibitory_interneuron","CGE interneuron","279","611",413
"Excitatory_projection","Deep-layer near-projecting","88","2986",412
"Excitatory_projection","Hippocampal CA4","195","2251",412
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","384",412
"Inhibitory_interneuron","MGE interneuron","249","250",412
"Splatter","Splatter","367","1055",412
"Splatter","Splatter","391","1568",412
"Inhibitory_interneuron","MGE interneuron","253","373",411
"Inhibitory_projection_MSN","Medium spiny neuron","221","2092",411
"Inhibitory_interneuron","MGE interneuron","256","360",409
"Splatter","Splatter","366","1364",409
"Splatter","Splatter","418","1791",407
"Splatter","Splatter","384","1218",406
"Inhibitory_interneuron","MGE interneuron","254","201",405
"Splatter","Splatter","366","954",405
"Excitatory_projection","Deep-layer intratelencephalic","152","2666",404
"Splatter","Splatter","345","1592",404
"Splatter","Splatter","376","1221",404
"Inhibitory_interneuron","Midbrain-derived inhibitory","434","667",403
"Splatter","Splatter","413","1144",402
"Splatter","Splatter","368","1191",401
"Excitatory_projection","Deep-layer near-projecting","86","2989",400
"Excitatory_projection","Thalamic excitatory","448","65",400
"Inhibitory_interneuron","Cerebellar inhibitory","303","147",400
"Splatter","Splatter","345","1201",400
"Splatter","Splatter","366","1207",400
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","275","453",399
"Splatter","Splatter","417","857",398
"Excitatory_projection","Amygdala excitatory","158","2404",397
"Excitatory_projection","Deep-layer corticothalamic and 6b","100","2888",397
"Splatter","Splatter","428","1820",397
"Splatter","Splatter","431","822",397
"Excitatory_projection","Hippocampal CA1-3","187","2323",396
"Splatter","Splatter","412","1139",396
"Excitatory_projection","Hippocampal CA1-3","184","2273",395
"Miscellaneous","Miscellaneous","165","2361",395
"Splatter","Splatter","344","937",395
"Inhibitory_projection_MSN","Medium spiny neuron","215","2022",394
"Splatter","Splatter","413","1147",394
"Splatter","Splatter","422","1491",394
"Inhibitory_projection_MSN","Medium spiny neuron","216","2054",392
"Inhibitory_projection_MSN","Medium spiny neuron","217","2130",392
"Inhibitory_interneuron","MGE interneuron","236","328",390
"Splatter","Splatter","343","1599",389
"Splatter","Splatter","411","826",389
"Splatter","Splatter","344","994",388
"Splatter","Splatter","428","1822",388
"Excitatory_projection","Thalamic excitatory","447","121",386
"Splatter","Splatter","414","1127",386
"Splatter","Splatter","429","1806",386
"Splatter","Splatter","359","1921",385
"Inhibitory_projection_MSN","Medium spiny neuron","217","2133",384
"Splatter","Splatter","235","195",384
"Splatter","Splatter","383","1109",384
"Excitatory_projection","Deep-layer intratelencephalic","147","2480",383
"Splatter","Splatter","359","1924",383
"Splatter","Splatter","410","724",383
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","388",381
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","230","2152",381
"Splatter","Splatter","356","1360",381
"Splatter","Splatter","375","1557",381
"Splatter","Splatter","384","1862",380
"Excitatory_projection","Amygdala excitatory","406","1954",379
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","381",379
"Splatter","Splatter","367","1008",379
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","266","387",378
"Splatter","Splatter","367","998",378
"Splatter","Splatter","367","1054",378
"Excitatory_projection","Amygdala excitatory","406","1940",377
"Splatter","Splatter","428","1821",377
"Excitatory_projection","Amygdala excitatory","419","1669",376
"Excitatory_projection","Mammillary body","330","1842",376
"Excitatory_projection","Deep-layer corticothalamic and 6b","102","2841",375
"Excitatory_projection","Hippocampal CA4","197","2241",375
"Splatter","Splatter","412","1157",375
"Excitatory_projection","Amygdala excitatory","405","1666",374
"Inhibitory_projection_MSN","Medium spiny neuron","217","2132",374
"Splatter","Splatter","375","1558",374
"Inhibitory_interneuron","Cerebellar inhibitory","303","144",372
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","228","2162",372
"Inhibitory_projection_MSN","Medium spiny neuron","221","2095",372
"Splatter","Splatter","416","1500",372
"Excitatory_projection","Deep-layer corticothalamic and 6b","105","2815",371
"Splatter","Splatter","235","200",371
"Splatter","Splatter","343","1600",371
"Splatter","Splatter","428","1800",371
"Splatter","Splatter","238","178",370
"Splatter","Splatter","366","1208",370
"Inhibitory_interneuron","CGE interneuron","294","599",368
"Excitatory_projection","Amygdala excitatory","159","2372",367
"Excitatory_projection","Deep-layer intratelencephalic","152","2667",367
"Splatter","Splatter","410","844",367
"Excitatory_projection","Hippocampal dentate gyrus","199","2216",366
"Inhibitory_interneuron","MGE interneuron","236","330",366
"Inhibitory_projection_MSN","Medium spiny neuron","219","2109",366
"Inhibitory_interneuron","Midbrain-derived inhibitory","433","652",364
"Splatter","Splatter","334","1582",364
"Inhibitory_interneuron","CGE interneuron","279","594",363
"Splatter","Splatter","359","1322",363
"Splatter","Splatter","432","1135",363
"Excitatory_projection","Deep-layer corticothalamic and 6b","111","2921",362
"Splatter","Splatter","366","1422",362
"Excitatory_projection","Deep-layer corticothalamic and 6b","84","2919",361
"Miscellaneous","Miscellaneous","177","2804",361
"Splatter","Splatter","355","1393",361
"Excitatory_projection","Thalamic excitatory","453","79",360
"Inhibitory_projection_MSN","Medium spiny neuron","427","2185",360
"Excitatory_projection","Deep-layer near-projecting","91","2961",359
"Splatter","Splatter","417","1679",359
"Inhibitory_interneuron","MGE interneuron","248","248",358
"Splatter","Splatter","235","191",358
"Excitatory_projection","Deep-layer near-projecting","86","2980",357
"Splatter","Splatter","364","1069",357
"Splatter","Splatter","422","1482",357
"Excitatory_projection","Deep-layer intratelencephalic","147","2492",356
"Excitatory_projection","Deep-layer corticothalamic and 6b","102","2839",355
"Splatter","Splatter","383","1114",355
"Excitatory_projection","Deep-layer near-projecting","90","2950",354
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","229","2137",354
"Splatter","Splatter","342","29",354
"Splatter","Splatter","369","1033",354
"Splatter","Splatter","413","1150",354
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1973",353
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1974",353
"Splatter","Splatter","423","777",353
"Excitatory_projection","Deep-layer near-projecting","91","2948",352
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","228","2165",352
"Splatter","Splatter","380","906",352
"Splatter","Splatter","429","1817",352
"Splatter","Splatter","359","1918",351
"Splatter","Splatter","368","1428",351
"Excitatory_projection","Deep-layer corticothalamic and 6b","99","2863",350
"Excitatory_projection","Deep-layer near-projecting","94","2954",350
"Excitatory_projection","Lower rhombic lip","316","786",350
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","232","2146",350
"Inhibitory_projection_MSN","Medium spiny neuron","221","2096",350
"Splatter","Splatter","235","193",350
"Excitatory_projection","Amygdala excitatory","159","2421",349
"Miscellaneous","Miscellaneous","167","2794",349
"Splatter","Splatter","355","1902",349
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","223","1988",348
"Inhibitory_interneuron","MGE interneuron","249","265",347
"Splatter","Splatter","369","1041",347
"Splatter","Splatter","384","1860",347
"Excitatory_projection","Deep-layer near-projecting","91","2975",346
"Excitatory_projection","Deep-layer near-projecting","94","2960",346
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","275","455",346
"Splatter","Splatter","367","996",346
"Splatter","Splatter","415","1455",345
"Excitatory_projection","Hippocampal CA4","195","2232",344
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","225","2000",344
"Splatter","Splatter","365","1228",344
"Excitatory_projection","Amygdala excitatory","153","2465",343
"Splatter","Splatter","366","1110",343
"Excitatory_projection","Amygdala excitatory","159","2373",342
"Inhibitory_interneuron","CGE interneuron","280","580",342
"Splatter","Splatter","341","27",342
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","234","2170",341
"Inhibitory_projection_MSN","Medium spiny neuron","427","2187",341
"Splatter","Splatter","359","1923",341
"Splatter","Splatter","359","1928",341
"Excitatory_projection","Deep-layer corticothalamic and 6b","111","2908",340
"Splatter","Splatter","357","1305",340
"Splatter","Splatter","380","897",340
"Excitatory_projection","Upper-layer intratelencephalic","127","2582",339
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1978",339
"Miscellaneous","Miscellaneous","401","2221",339
"Splatter","Splatter","412","1129",339
"Excitatory_projection","Thalamic excitatory","459","1087",338
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","275","454",337
"Splatter","Splatter","344","1593",337
"Splatter","Splatter","380","958",337
"Splatter","Splatter","422","1486",337
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","234","2171",336
"Splatter","Splatter","432","721",336
"Excitatory_projection","Amygdala excitatory","159","2420",335
"Splatter","Splatter","432","723",335
"Excitatory_projection","Deep-layer corticothalamic and 6b","104","2850",334
"Splatter","Splatter","390","1691",334
"Excitatory_projection","Deep-layer intratelencephalic","147","2491",333
"Splatter","Splatter","383","1104",333
"Miscellaneous","Miscellaneous","164","2366",332
"Excitatory_projection","Thalamic excitatory","453","66",331
"Splatter","Splatter","365","1264",331
"Excitatory_projection","Deep-layer near-projecting","89","2941",330
"Excitatory_projection","Hippocampal dentate gyrus","199","2220",330
"Splatter","Splatter","368","1187",330
"Inhibitory_interneuron","CGE interneuron","276","481",329
"Inhibitory_projection_MSN","Medium spiny neuron","216","2058",329
"Splatter","Splatter","413","1149",329
"Splatter","Splatter","416","869",329
"Inhibitory_interneuron","MGE interneuron","248","285",328
"Excitatory_projection","Deep-layer near-projecting","94","2958",327
"Excitatory_projection","Thalamic excitatory","459","1090",326
"Splatter","Splatter","403","1960",326
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","264","377",325
"Excitatory_projection","Deep-layer intratelencephalic","146","2509",324
"Inhibitory_interneuron","CGE interneuron","284","554",324
"Splatter","Splatter","356","1343",324
"Splatter","Splatter","365","1656",324
"Excitatory_projection","Deep-layer corticothalamic and 6b","102","2845",323
"Excitatory_projection","Mammillary body","329","1836",323
"Inhibitory_interneuron","CGE interneuron","277","632",323
"Inhibitory_projection_MSN","Medium spiny neuron","217","2134",323
"Splatter","Splatter","344","1596",323
"Inhibitory_interneuron","MGE interneuron","248","256",322
"Splatter","Splatter","358","1892",322
"Splatter","Splatter","369","1044",321
"Miscellaneous","Miscellaneous","167","2791",320
"Inhibitory_interneuron","MGE interneuron","236","395",319
"Splatter","Splatter","237","327",319
"Splatter","Splatter","238","169",319
"Excitatory_projection","Hippocampal CA1-3","188","2294",318
"Inhibitory_interneuron","MGE interneuron","239","345",318
"Splatter","Splatter","364","1010",318
"Excitatory_projection","Thalamic excitatory","372","1077",317
"Splatter","Splatter","237","181",317
"Splatter","Splatter","365","1255",317
"Splatter","Splatter","367","1005",317
