"cell_category","supercluster_term","cluster_id","subcluster_id","n"
"Splatter","Splatter","339","763",73
"Splatter","Splatter","349","1626",73
"Splatter","Splatter","350","1651",73
"Splatter","Splatter","351","752",73
"Splatter","Splatter","397","727",73
"Excitatory_projection","Amygdala excitatory","419","1663",72
"Excitatory_projection","Hippocampal CA1-3","163","2431",72
"Inhibitory_interneuron","CGE interneuron","285","600",72
"Inhibitory_interneuron","Cerebellar inhibitory","299","135",72
"Splatter","Splatter","357","1325",72
"Splatter","Splatter","373","978",72
"Splatter","Splatter","380","907",72
"Splatter","Splatter","400","1636",72
"Excitatory_projection","Amygdala excitatory","153","2464",71
"Excitatory_projection","Deep-layer corticothalamic and 6b","107","2880",70
"Excitatory_projection","Deep-layer near-projecting","88","2987",70
"Excitatory_projection","Upper-layer intratelencephalic","120","2552",70
"Inhibitory_interneuron","MGE interneuron","246","239",70
"Splatter","Splatter","374","924",70
"Splatter","Splatter","397","741",70
"Excitatory_projection","Amygdala excitatory","173","2340",69
"Excitatory_projection","Deep-layer corticothalamic and 6b","84","2914",69
"Excitatory_projection","Deep-layer corticothalamic and 6b","105","2832",69
"Excitatory_projection","Deep-layer near-projecting","90","2945",69
"Miscellaneous","Miscellaneous","118","2517",69
"Splatter","Splatter","340","1051",69
"Splatter","Splatter","394","1527",69
"Splatter","Splatter","397","743",69
"Excitatory_projection","Hippocampal CA1-3","163","2430",68
"Splatter","Splatter","399","875",68
"Splatter","Splatter","410","838",68
"Excitatory_projection","Deep-layer intratelencephalic","143","2720",67
"Excitatory_projection","Thalamic excitatory","372","1075",67
"Excitatory_projection","Thalamic excitatory","455","48",67
"Splatter","Splatter","367","997",67
"Splatter","Splatter","378","853",67
"Splatter","Splatter","394","1526",67
"Splatter","Splatter","400","1634",67
"Excitatory_projection","Hippocampal CA4","191","2229",66
"Excitatory_projection","Mammillary body","331","1154",66
"Excitatory_projection","Thalamic excitatory","455","51",66
"Excitatory_projection","Thalamic excitatory","457","60",66
"Excitatory_projection","Upper rhombic lip","309","6",66
"Inhibitory_interneuron","CGE interneuron","287","435",66
"Inhibitory_interneuron","Cerebellar inhibitory","301","129",66
"Inhibitory_interneuron","Cerebellar inhibitory","305","156",66
"Splatter","Splatter","389","1399",66
"Splatter","Splatter","411","823",66
"Splatter","Splatter","423","1777",66
"Excitatory_projection","Mammillary body","330","1840",65
"Splatter","Splatter","361","1303",65
"Splatter","Splatter","376","1454",65
"Excitatory_projection","Hippocampal CA1-3","115","2539",64
"Miscellaneous","Miscellaneous","113","2550",64
"Miscellaneous","Miscellaneous","117","2518",64
"Splatter","Splatter","339","764",64
"Splatter","Splatter","361","1895",64
"Splatter","Splatter","386","934",64
"Splatter","Splatter","393","753",64
"Excitatory_projection","Thalamic excitatory","372","989",63
"Splatter","Splatter","373","1185",63
"Splatter","Splatter","421","1467",63
"Splatter","Splatter","423","1737",63
"Excitatory_projection","Amygdala excitatory","172","2353",62
"Excitatory_projection","Deep-layer corticothalamic and 6b","98","2831",62
"Excitatory_projection","Hippocampal CA4","198","2227",62
"Excitatory_projection","Lower rhombic lip","322","781",62
"Excitatory_projection","Mammillary body","331","1155",62
"Miscellaneous","Miscellaneous","166","2357",62
"Splatter","Splatter","366","1095",62
"Splatter","Splatter","421","1474",62
"Excitatory_projection","Thalamic excitatory","448","111",61
"Inhibitory_projection_MSN","Medium spiny neuron","430","2183",61
"Splatter","Splatter","379","949",61
"Splatter","Splatter","391","1570",61
"Splatter","Splatter","394","1516",61
"Splatter","Splatter","339","973",60
"Splatter","Splatter","354","1375",60
"Splatter","Splatter","362","1552",60
"Splatter","Splatter","373","990",60
"Excitatory_projection","Deep-layer near-projecting","85","2929",59
"Excitatory_projection","Deep-layer near-projecting","86","2990",59
"Excitatory_projection","Hippocampal CA4","198","2224",59
"Splatter","Splatter","313","713",59
"Splatter","Splatter","313","714",59
"Splatter","Splatter","351","747",59
"Splatter","Splatter","379","950",59
"Splatter","Splatter","383","1116",59
"Splatter","Splatter","389","1402",59
"Splatter","Splatter","347","1612",58
"Splatter","Splatter","394","1528",58
"Splatter","Splatter","398","1546",58
"Splatter","Splatter","399","876",58
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","270","439",57
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","227","2013",57
"Inhibitory_projection_MSN","Medium spiny neuron","220","2102",57
"Splatter","Splatter","344","878",57
"Splatter","Splatter","390","1409",57
"Splatter","Splatter","414","1171",57
"Excitatory_projection","Amygdala excitatory","419","1675",56
"Excitatory_projection","Deep-layer intratelencephalic","147","2700",56
"Excitatory_projection","Hippocampal CA1-3","163","2427",56
"Excitatory_projection","Thalamic excitatory","457","57",56
"Inhibitory_projection_MSN","Medium spiny neuron","220","2107",56
"Splatter","Splatter","348","1655",56
"Splatter","Splatter","351","749",56
"Splatter","Splatter","360","1913",56
"Splatter","Splatter","420","1447",56
"Inhibitory_interneuron","Cerebellar inhibitory","299","131",55
"Miscellaneous","Miscellaneous","168","2327",55
"Splatter","Splatter","348","1618",55
"Excitatory_projection","Amygdala excitatory","175","2337",54
"Splatter","Splatter","353","1883",54
"Splatter","Splatter","387","894",54
"Splatter","Splatter","402","2188",54
"Excitatory_projection","Amygdala excitatory","407","940",53
"Excitatory_projection","Thalamic excitatory","452","109",53
"Splatter","Splatter","353","1882",53
"Splatter","Splatter","389","1340",53
"Splatter","Splatter","394","1014",53
"Excitatory_projection","Deep-layer corticothalamic and 6b","110","2903",52
"Excitatory_projection","Thalamic excitatory","455","49",52
"Miscellaneous","Miscellaneous","170","2434",52
"Splatter","Splatter","350","1654",52
"Splatter","Splatter","354","1379",52
"Splatter","Splatter","394","1571",52
"Splatter","Splatter","420","1446",52
"Excitatory_projection","Amygdala excitatory","407","1049",51
"Excitatory_projection","Deep-layer corticothalamic and 6b","107","2881",51
"Inhibitory_projection_MSN","Medium spiny neuron","220","2105",51
"Splatter","Splatter","339","765",51
"Splatter","Splatter","376","1463",51
"Splatter","Splatter","387","945",51
"Splatter","Splatter","394","1519",51
"Splatter","Splatter","398","1538",51
"Splatter","Splatter","417","855",51
"Splatter","Splatter","421","1782",51
"Excitatory_projection","Thalamic excitatory","457","58",50
"Splatter","Splatter","356","1349",50
"Splatter","Splatter","361","1888",50
"Excitatory_projection","Hippocampal CA1-3","163","2429",49
"Splatter","Splatter","388","975",49
"Splatter","Splatter","391","1689",49
"Splatter","Splatter","396","962",49
"Splatter","Splatter","416","1819",49
"Excitatory_projection","Hippocampal CA4","191","2256",48
"Excitatory_projection","Hippocampal dentate gyrus","202","2204",48
"Excitatory_projection","Lower rhombic lip","315","784",48
"Splatter","Splatter","373","1521",48
"Splatter","Splatter","378","929",48
"Excitatory_projection","Mammillary body","331","1156",47
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","227","2012",47
"Splatter","Splatter","338","35",47
"Splatter","Splatter","397","740",47
"Inhibitory_interneuron","LAMP5-LHX6 and Chandelier","267","475",46
"Miscellaneous","Miscellaneous","165","2359",46
"Splatter","Splatter","346","889",46
"Splatter","Splatter","374","1293",46
"Splatter","Splatter","394","1513",46
"Splatter","Splatter","403","1961",46
"Splatter","Splatter","378","930",45
"Splatter","Splatter","399","882",45
"Splatter","Splatter","414","1180",45
"Excitatory_projection","Hippocampal CA1-3","189","2317",44
"Excitatory_projection","Thalamic excitatory","457","59",44
"Inhibitory_interneuron","Cerebellar inhibitory","299","134",44
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","426","1721",44
"Splatter","Splatter","421","1716",44
"Excitatory_projection","Hippocampal CA1-3","163","2440",43
"Inhibitory_interneuron","MGE interneuron","245","190",43
"Excitatory_projection","Amygdala excitatory","173","2341",42
"Excitatory_projection","Hippocampal CA1-3","115","2541",42
"Excitatory_projection","Lower rhombic lip","322","778",42
"Miscellaneous","Miscellaneous","314","21",42
"Splatter","Splatter","357","1295",42
"Splatter","Splatter","382","1096",42
"Splatter","Splatter","392","1639",42
"Splatter","Splatter","414","1172",42
"Splatter","Splatter","376","1434",41
"Splatter","Splatter","394","1511",41
"Miscellaneous","Miscellaneous","118","2516",40
"Miscellaneous","Miscellaneous","176","2807",40
"Splatter","Splatter","342","32",40
"Splatter","Splatter","377","1457",40
"Splatter","Splatter","388","977",40
"Splatter","Splatter","376","1531",39
"Splatter","Splatter","428","597",39
"Excitatory_projection","Deep-layer intratelencephalic","136","2745",38
"Excitatory_projection","Deep-layer intratelencephalic","145","2375",38
"Inhibitory_interneuron","Cerebellar inhibitory","301","162",38
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","229","2138",38
"Splatter","Splatter","336","1868",38
"Splatter","Splatter","386","935",38
"Excitatory_projection","Deep-layer intratelencephalic","136","2743",37
"Excitatory_projection","Mammillary body","327","1858",37
"Splatter","Splatter","342","30",37
"Splatter","Splatter","388","1092",37
"Splatter","Splatter","339","972",36
"Splatter","Splatter","346","885",36
"Splatter","Splatter","387","890",36
"Splatter","Splatter","388","976",36
"Splatter","Splatter","398","965",36
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","426","1722",35
"Splatter","Splatter","355","1296",35
"Splatter","Splatter","385","1523",35
"Splatter","Splatter","386","932",35
"Splatter","Splatter","388","974",35
"Splatter","Splatter","432","719",35
"Excitatory_projection","Hippocampal CA1-3","115","2538",34
"Excitatory_projection","Upper rhombic lip","297","0",34
"Inhibitory_interneuron","CGE interneuron","276","623",34
"Splatter","Splatter","344","939",33
"Excitatory_projection","Deep-layer corticothalamic and 6b","103","2834",32
"Excitatory_projection","Thalamic excitatory","458","75",32
"Inhibitory_interneuron","Cerebellar inhibitory","301","161",32
"Splatter","Splatter","402","2195",32
"Miscellaneous","Miscellaneous","170","2436",31
"Splatter","Splatter","360","1906",31
"Excitatory_projection","Amygdala excitatory","160","2386",30
"Excitatory_projection","Lower rhombic lip","321","811",30
"Excitatory_projection","Thalamic excitatory","455","53",30
"Splatter","Splatter","376","1291",30
"Splatter","Splatter","377","1445",30
"Splatter","Splatter","386","933",30
"Excitatory_projection","Amygdala excitatory","173","2338",29
"Excitatory_projection","Mammillary body","333","1286",29
"Inhibitory_projection_MSN","Medium spiny neuron","220","2104",29
"Splatter","Splatter","369","1034",29
"Splatter","Splatter","374","920",29
"Splatter","Splatter","384","1059",29
"Splatter","Splatter","420","1152",29
"Excitatory_projection","Mammillary body","323","1825",28
"Excitatory_projection","Amygdala excitatory","171","2348",27
"Inhibitory_interneuron","MGE interneuron","255","365",27
"Inhibitory_projection_MSN","Eccentric medium spiny neuron","224","1972",27
"Splatter","Splatter","340","1529",27
"Splatter","Splatter","382","1098",27
"Excitatory_projection","Hippocampal dentate gyrus","203","2515",25
"Splatter","Splatter","339","767",25
"Splatter","Splatter","378","845",24
"Excitatory_projection","Deep-layer intratelencephalic","146","2510",23
"Splatter","Splatter","349","870",22
"Miscellaneous","Miscellaneous","176","2808",21
"Splatter","Splatter","400","1640",21
"Excitatory_projection","Amygdala excitatory","408","717",20
"Excitatory_projection","Hippocampal CA1-3","163","2426",20
"Excitatory_projection","Thalamic excitatory","450","101",20
"Splatter","Splatter","397","1437",20
"Excitatory_projection","Amygdala excitatory","408","716",19
"Excitatory_projection","Deep-layer corticothalamic and 6b","102","2833",18
"Splatter","Splatter","336","1865",17
"Inhibitory_interneuron","CGE interneuron","295","491",16
"Splatter","Splatter","339","40",15
"Inhibitory_interneuron","Cerebellar inhibitory","300","143",10
"Inhibitory_interneuron","CGE interneuron","277","645",9
"Splatter","Splatter","313","710",7
"Excitatory_projection","Amygdala excitatory","408","715",4
"Excitatory_projection","Amygdala excitatory","408","718",2
