Species,Stephan_col,Merged_col,Stephan_value,Merged_value,abs_diff,pct_diff,match_cat,merged_teams
Callimico_goeldii,Medulla_oblongata,Medulla_oblongata_Vol.mm3,460,460.05,0.05000000000001137,0.010869565217393776,exact(<0.5%),Stephan_collection; Zilles
Callithrix_jacchus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,318,318.12,0.12000000000000455,0.0377358490566052,exact(<0.5%),Stephan_collection; Zilles
Cercopithecus_ascanius,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1632,1717.045,85.04500000000007,5.211090686274514,notable(5-100%),Stephan_collection; Zilles
Cheirogaleus_major,Medulla_oblongata,Medulla_oblongata_Vol.mm3,382,381.81,-0.18999999999999773,-0.049738219895287365,exact(<0.5%),Stephan_collection; Zilles
Cheirogaleus_medius,Medulla_oblongata,Medulla_oblongata_Vol.mm3,202,202.19,0.18999999999999773,0.09405940594059294,exact(<0.5%),Stephan_collection; Zilles
Daubentonia_madagascariensis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1517,1517.05,0.049999999999954525,0.0032959789057320056,exact(<0.5%),Stephan_collection; Zilles
Erythrocebus_patas,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2616,2615.835,-0.16499999999996362,-0.0063073394495398935,exact(<0.5%),Stephan_collection; Zilles
Eulemur_fulvus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,909,909.195,0.19500000000005002,0.021452145214526954,exact(<0.5%),Stephan_collection; Zilles
Galago_senegalensis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,254,254.15,0.15000000000000568,0.05905511811023846,exact(<0.5%),Stephan_collection; Zilles
Lagothrix_lagotricha,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2110,2109.77,-0.2300000000000182,-0.010900473933650151,exact(<0.5%),Stephan_collection; Zilles
Lepilemur_ruficaudatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,449,449.14,0.13999999999998636,0.03118040089086556,exact(<0.5%),Stephan_collection; Zilles
Macaca_mulatta,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1992,2160.5699999999997,168.5699999999997,8.462349397590346,notable(5-100%),Stephan_collection; Zilles
Microcebus_murinus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,99.1,99.065,-0.03499999999999659,-0.03531786074671704,exact(<0.5%),Stephan_collection; Zilles
Miopithecus_talapoin,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1035,1034.895,-0.10500000000001819,-0.010144927536233642,exact(<0.5%),Stephan_collection; Zilles
Nasalis_larvatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2945,2945.09,0.09000000000014552,0.0030560271646908497,exact(<0.5%),Stephan_collection; Zilles
Nycticebus_coucang,Medulla_oblongata,Medulla_oblongata_Vol.mm3,528,528.0699999999999,0.06999999999993634,0.0132575757575637,exact(<0.5%),Stephan_collection; Zilles
Otolemur_crassicaudatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,540,539.935,-0.06500000000005457,-0.012037037037047142,exact(<0.5%),Stephan_collection; Zilles
Papio_anubis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,5297,5234.085,-62.914999999999964,-1.1877477817632616,close(0.5-2%),Stephan_collection; Zilles
Pithecia_monachus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1009,1008.94,-0.05999999999994543,-0.005946481665009458,exact(<0.5%),Stephan_collection; Zilles
Propithecus_verreauxi,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1223,1222.815,-0.18499999999994543,-0.015126737530657844,exact(<0.5%),Stephan_collection; Zilles
Pygathrix_nemaeus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2206,2206.0550000000003,0.05500000000029104,0.0024932003626605185,exact(<0.5%),Stephan_collection; Zilles
Saguinus_midas,Medulla_oblongata,Medulla_oblongata_Vol.mm3,428,428.235,0.23500000000001364,0.05490654205607795,exact(<0.5%),Stephan_collection; Zilles
Saimiri_sciureus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,722,721.765,-0.23500000000001364,-0.03254847645429552,exact(<0.5%),Stephan_collection; Zilles
Ateles_geoffroyi,Cerebellum,Cerebellum_Vol.mm3,12438,12438,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Cerebellum,Cerebellum_Vol.mm3,1489,1489,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Cerebellum,Cerebellum_Vol.mm3,468,468,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Cerebellum,Cerebellum_Vol.mm3,7871,7871,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Cerebellum,Cerebellum_Vol.mm3,6758,6758,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Cerebellum,Cerebellum_Vol.mm3,413,413,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Cerebellum,Cerebellum_Vol.mm3,69249,64402,-4847,-6.9993790524050885,notable(5-100%),Stephan_collection
Homo_sapiens,Cerebellum,Cerebellum_Vol.mm3,137421,136803.52777777784,-617.4722222221608,-0.44932886692875235,exact(<0.5%),RillingInsel; Stephan_collection; Zilles
Hylobates_lar,Cerebellum,Cerebellum_Vol.mm3,12078,11703.5,-374.5,-3.1006789203510516,minor(2-5%),RillingInsel; Stephan_collection; Zilles
Indri_indri,Cerebellum,Cerebellum_Vol.mm3,5504,5504,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Cerebellum,Cerebellum_Vol.mm3,10726,11213,487,4.540369196345329,minor(2-5%),Stephan_collection; Zilles
Loris_tardigradus,Cerebellum,Cerebellum_Vol.mm3,728,728,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Cerebellum,Cerebellum_Vol.mm3,43663,47200.18095238095,3537.1809523809497,8.10109463935357,notable(5-100%),Ashwell; RillingInsel; Sherwood; Stephan_collection; Zilles
Perodicticus_potto,Cerebellum,Cerebellum_Vol.mm3,1699,1410,-289,-17.010005885815186,notable(5-100%),Ashwell; Stephan_collection
Piliocolobus_badius,Cerebellum,Cerebellum_Vol.mm3,8648,8648,0,0,exact(<0.5%),Stephan_collection
Pongo_pygmaeus,Cerebellum,Cerebellum_Vol.mm3,42900,44576.04166666667,1676.0416666666715,3.9068570318570432,minor(2-5%),RillingInsel; Sherwood; Stephan_collection; Zilles
Saguinus_oedipus,Cerebellum,Cerebellum_Vol.mm3,984,984,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Cerebellum,Cerebellum_Vol.mm3,4286,4286,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Cerebellum,Cerebellum_Vol.mm3,5699,4924.5,-774.5,-13.59010352693455,notable(5-100%),Stephan_collection; Zilles
Aotus_trivirgatus,Cerebellum,Cerebellum_Vol.mm3,1873,1560.3333333333333,-312.66666666666674,-16.69336180815092,notable(5-100%),Ashwell; Stephan_collection; Zilles
Avahi_occidentalis,Cerebellum,Cerebellum_Vol.mm3,1383,1383,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Cerebellum,Cerebellum_Vol.mm3,1240,1240,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Cerebellum,Cerebellum_Vol.mm3,757,756.5,-0.5,-0.06605019815059446,exact(<0.5%),Ashwell; Stephan_collection
Cercopithecus_ascanius,Cerebellum,Cerebellum_Vol.mm3,5828,5828,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Cerebellum,Cerebellum_Vol.mm3,947,947,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Cerebellum,Cerebellum_Vol.mm3,437,437,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Cerebellum,Cerebellum_Vol.mm3,6461,6461,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Cerebellum,Cerebellum_Vol.mm3,8738,8319,-419,-4.79514763103685,minor(2-5%),Stephan_collection; Zilles
Eulemur_fulvus,Cerebellum,Cerebellum_Vol.mm3,3328,3328,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Cerebellum,Cerebellum_Vol.mm3,672,672,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Cerebellum,Cerebellum_Vol.mm3,11268,11268,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Cerebellum,Cerebellum_Vol.mm3,1165,1165,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Cerebellum,Cerebellum_Vol.mm3,8965,8160.555555555555,-804.4444444444453,-8.973167255375854,notable(5-100%),RillingInsel; Stephan_collection; Zilles
Microcebus_murinus,Cerebellum,Cerebellum_Vol.mm3,234,234,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Cerebellum,Cerebellum_Vol.mm3,3374,3374,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Cerebellum,Cerebellum_Vol.mm3,12113,12113,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Cerebellum,Cerebellum_Vol.mm3,1310,1310,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Cerebellum,Cerebellum_Vol.mm3,1414,1414,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Cerebellum,Cerebellum_Vol.mm3,18683,18683,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Cerebellum,Cerebellum_Vol.mm3,3908,3908,0,0,exact(<0.5%),Stephan_collection
Plecturocebus_moloch,Cerebellum,Cerebellum_Vol.mm3,1622,879,-743,-45.807644882860664,notable(5-100%),Ashwell
Propithecus_verreauxi,Cerebellum,Cerebellum_Vol.mm3,3957,3957,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Cerebellum,Cerebellum_Vol.mm3,8063,8063,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Cerebellum,Cerebellum_Vol.mm3,1061,1061,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Cerebellum,Cerebellum_Vol.mm3,2260,1889.25,-370.75,-16.404867256637168,notable(5-100%),Ashwell; RillingInsel; Stephan_collection; Zilles
Ateles_geoffroyi,Mesencephalon,Mesencephalon_Vol.mm3,1482,1482,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Mesencephalon,Mesencephalon_Vol.mm3,343,343,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Mesencephalon,Mesencephalon_Vol.mm3,192,192,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Mesencephalon,Mesencephalon_Vol.mm3,1221,1221,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Mesencephalon,Mesencephalon_Vol.mm3,1354,1354,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Mesencephalon,Mesencephalon_Vol.mm3,135,135,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Mesencephalon,Mesencephalon_Vol.mm3,4352,4047,-305,-7.008272058823529,notable(5-100%),Stephan_collection
Homo_sapiens,Mesencephalon,Mesencephalon_Vol.mm3,8087,8087,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Mesencephalon,Mesencephalon_Vol.mm3,1459,1459,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Mesencephalon,Mesencephalon_Vol.mm3,978,978,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Mesencephalon,Mesencephalon_Vol.mm3,1770,1770,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Mesencephalon,Mesencephalon_Vol.mm3,220,220,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Mesencephalon,Mesencephalon_Vol.mm3,3739,3739,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Mesencephalon,Mesencephalon_Vol.mm3,391,391,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Mesencephalon,Mesencephalon_Vol.mm3,1333,1333,0,0,exact(<0.5%),Stephan_collection
Pongo_pygmaeus,Mesencephalon,Mesencephalon_Vol.mm3,4000,4000,0,0,exact(<0.5%),Stephan_collection
Saguinus_oedipus,Mesencephalon,Mesencephalon_Vol.mm3,333,333,0,0,exact(<0.5%),Stephan_collection
Varecia_variegata,Mesencephalon,Mesencephalon_Vol.mm3,1018,1018,0,0,exact(<0.5%),Stephan_collection
Alouatta_seniculus,Mesencephalon,Mesencephalon_Vol.mm3,986,986,0,0,exact(<0.5%),Stephan_collection
Aotus_trivirgatus,Mesencephalon,Mesencephalon_Vol.mm3,409,409,0,0,exact(<0.5%),Stephan_collection
Avahi_occidentalis,Mesencephalon,Mesencephalon_Vol.mm3,345,345,0,0,exact(<0.5%),Stephan_collection
Callimico_goeldii,Mesencephalon,Mesencephalon_Vol.mm3,340,340,0,0,exact(<0.5%),Stephan_collection
Callithrix_jacchus,Mesencephalon,Mesencephalon_Vol.mm3,295,295,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_ascanius,Mesencephalon,Mesencephalon_Vol.mm3,1162,1162,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_major,Mesencephalon,Mesencephalon_Vol.mm3,241,241,0,0,exact(<0.5%),Stephan_collection
Cheirogaleus_medius,Mesencephalon,Mesencephalon_Vol.mm3,145,145,0,0,exact(<0.5%),Stephan_collection
Daubentonia_madagascariensis,Mesencephalon,Mesencephalon_Vol.mm3,897,897,0,0,exact(<0.5%),Stephan_collection
Erythrocebus_patas,Mesencephalon,Mesencephalon_Vol.mm3,1621,1621,0,0,exact(<0.5%),Stephan_collection
Eulemur_fulvus,Mesencephalon,Mesencephalon_Vol.mm3,590,590,0,0,exact(<0.5%),Stephan_collection
Galago_senegalensis,Mesencephalon,Mesencephalon_Vol.mm3,205,205,0,0,exact(<0.5%),Stephan_collection
Lagothrix_lagotricha,Mesencephalon,Mesencephalon_Vol.mm3,1582,1582,0,0,exact(<0.5%),Stephan_collection
Lepilemur_ruficaudatus,Mesencephalon,Mesencephalon_Vol.mm3,260,260,0,0,exact(<0.5%),Stephan_collection
Macaca_mulatta,Mesencephalon,Mesencephalon_Vol.mm3,1380,1380,0,0,exact(<0.5%),Stephan_collection
Microcebus_murinus,Mesencephalon,Mesencephalon_Vol.mm3,85.2,85.2,0,0,exact(<0.5%),Stephan_collection
Miopithecus_talapoin,Mesencephalon,Mesencephalon_Vol.mm3,826,826,0,0,exact(<0.5%),Stephan_collection
Nasalis_larvatus,Mesencephalon,Mesencephalon_Vol.mm3,1556,1556,0,0,exact(<0.5%),Stephan_collection
Nycticebus_coucang,Mesencephalon,Mesencephalon_Vol.mm3,345,345,0,0,exact(<0.5%),Stephan_collection
Otolemur_crassicaudatus,Mesencephalon,Mesencephalon_Vol.mm3,384,384,0,0,exact(<0.5%),Stephan_collection
Papio_anubis,Mesencephalon,Mesencephalon_Vol.mm3,2711,2711,0,0,exact(<0.5%),Stephan_collection
Pithecia_monachus,Mesencephalon,Mesencephalon_Vol.mm3,745,745,0,0,exact(<0.5%),Stephan_collection
Propithecus_verreauxi,Mesencephalon,Mesencephalon_Vol.mm3,780,780,0,0,exact(<0.5%),Stephan_collection
Pygathrix_nemaeus,Mesencephalon,Mesencephalon_Vol.mm3,1345,1345,0,0,exact(<0.5%),Stephan_collection
Saguinus_midas,Mesencephalon,Mesencephalon_Vol.mm3,332,332,0,0,exact(<0.5%),Stephan_collection
Saimiri_sciureus,Mesencephalon,Mesencephalon_Vol.mm3,526,526,0,0,exact(<0.5%),Stephan_collection
Ateles_geoffroyi,Diencephalon,Diencephalon_Vol.mm3,5334,5334,0,0,exact(<0.5%),Stephan_collection
Avahi_laniger,Diencephalon,Diencephalon_Vol.mm3,862,862,0,0,exact(<0.5%),Stephan_collection
Callithrix_pygmaea,Diencephalon,Diencephalon_Vol.mm3,342,342,0,0,exact(<0.5%),Stephan_collection
Cebus_albifrons,Diencephalon,Diencephalon_Vol.mm3,3996,3996,0,0,exact(<0.5%),Stephan_collection
Cercopithecus_mitis,Diencephalon,Diencephalon_Vol.mm3,4176,4176,0,0,exact(<0.5%),Stephan_collection
Galagoides_demidoff,Diencephalon,Diencephalon_Vol.mm3,246,246,0,0,exact(<0.5%),Stephan_collection
Gorilla_gorilla,Diencephalon,Diencephalon_Vol.mm3,19370,18014,-1356,-7.000516262261229,notable(5-100%),Stephan_collection
Homo_sapiens,Diencephalon,Diencephalon_Vol.mm3,33319,33319,0,0,exact(<0.5%),Stephan_collection
Hylobates_lar,Diencephalon,Diencephalon_Vol.mm3,5716,5716,0,0,exact(<0.5%),Stephan_collection
Indri_indri,Diencephalon,Diencephalon_Vol.mm3,2911,2911,0,0,exact(<0.5%),Stephan_collection
Lophocebus_albigena,Diencephalon,Diencephalon_Vol.mm3,5351,5351,0,0,exact(<0.5%),Stephan_collection
Loris_tardigradus,Diencephalon,Diencephalon_Vol.mm3,538,538,0,0,exact(<0.5%),Stephan_collection
Pan_troglodytes,Diencephalon,Diencephalon_Vol.mm3,15392,15392,0,0,exact(<0.5%),Stephan_collection
Perodicticus_potto,Diencephalon,Diencephalon_Vol.mm3,1024,1024,0,0,exact(<0.5%),Stephan_collection
Piliocolobus_badius,Diencephalon,Diencephalon_Vol.mm3,3945,3945,0,0,exact(<0.5%),Stephan_collection
