Species,Stephan_col,Merged_col,Stephan_value,Merged_value,pct_diff,match_cat,n_teams,is_averaged,merged_teams,merged_team_refs,structure_source
Cercopithecus_mitis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,70564.0,69838.0,-1.028853239612267,close(0.5-2%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Cheirogaleus_major,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,6373.0,6373.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Cheirogaleus_medius,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,2961.0,2795.5,-5.589327929753462,notable(5-100%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Daubentonia_madagascariensis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,42611.0,41840.5,-1.8082185351200395,close(0.5-2%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Erythrocebus_patas,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,103167.0,96083.5,-6.866052129072281,notable(5-100%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Eulemur_fulvus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,22106.0,22106.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Galago_senegalensis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,4512.0,4046.0,-10.328014184397164,notable(5-100%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Galagoides_demidoff,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,3203.0,3194.15,-0.2763034655010898,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Gorilla_gorilla,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,470359.0,437433.0,-7.000184965101125,notable(5-100%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Homo_sapiens,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,1251847.0,1267579.6025641025,1.2567512295114742,close(0.5-2%),4,True,Bush; RillingInsel; Stephan_collection; Zilles,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | RillingInsel: Rilling & Insel 1999 (MRI); Rilling & Insel 1998 (cerebellum) | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Hylobates_lar,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,97505.0,94169.65,-3.4206963745449013,minor(2-5%),4,True,Bush; RillingInsel; Stephan_collection; Zilles,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | RillingInsel: Rilling & Insel 1999 (MRI); Rilling & Insel 1998 (cerebellum) | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Indri_indri,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,36285.0,34383.0,-5.24183546920215,notable(5-100%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Lagothrix_lagotricha,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,95503.0,95503.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Lepilemur_ruficaudatus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,7175.0,7175.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Lophocebus_albigena,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,97603.0,103466.5,6.007499769474299,notable(5-100%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Loris_tardigradus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,6269.0,6440.5,2.7356835220928377,minor(2-5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Macaca_mulatta,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,87896.0,81892.75,-6.829946755256212,notable(5-100%),4,True,Bush; RillingInsel; Stephan_collection; Zilles,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | RillingInsel: Rilling & Insel 1999 (MRI); Rilling & Insel 1998 (cerebellum) | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Microcebus_murinus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,1680.0,1665.0,-0.8928571428571429,close(0.5-2%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Miopithecus_talapoin,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,37776.0,37776.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Nasalis_larvatus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,92797.0,92797.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Nycticebus_coucang,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,11755.0,11512.5,-2.062951935346661,minor(2-5%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Otolemur_crassicaudatus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,9668.0,8389.0,-13.22920976417046,notable(5-100%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Pan_troglodytes,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,382103.0,355460.63095238095,-6.972562122678716,notable(5-100%),6,True,Ashwell; Bush; RillingInsel; Sherwood; Stephan_collection; Zilles,"Ashwell: Ashwell — marsupial/monotreme atlas (non-primate; dropped by primate tree) | Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | RillingInsel: Rilling & Insel 1999 (MRI); Rilling & Insel 1998 (cerebellum) | Sherwood: Sherwood et al. — stereology [exact ref: verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Papio_anubis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,190957.0,190957.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Perodicticus_potto,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,13212.0,11174.75,-15.419694217378142,notable(5-100%),4,True,Ashwell; Bush; Stephan_collection; Zilles,"Ashwell: Ashwell — marsupial/monotreme atlas (non-primate; dropped by primate tree) | Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Piliocolobus_badius,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,73818.0,73106.0,-0.9645343954049148,close(0.5-2%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Pithecia_monachus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,32867.0,32867.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Plecturocebus_moloch,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,17944.0,14321.0,-20.190592955862684,notable(5-100%),1,False,Ashwell,Ashwell: Ashwell — marsupial/monotreme atlas (non-primate; dropped by primate tree),"Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Propithecus_verreauxi,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,25194.0,25192.0,-0.0079383980312772,exact(<0.5%),2,True,Bush; Stephan_collection,"Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Pygathrix_nemaeus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,72530.0,72530.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Saguinus_midas,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,9569.0,9569.0,0.0,exact(<0.5%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Saguinus_oedipus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,9537.0,9237.6,-3.1393519974834816,minor(2-5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Saimiri_sciureus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,22572.0,20864.4,-7.56512493354598,notable(5-100%),5,True,Ashwell; Bush; RillingInsel; Stephan_collection; Zilles,"Ashwell: Ashwell — marsupial/monotreme atlas (non-primate; dropped by primate tree) | Bush: Bush & Allman 2004 — cortical (frontal) [verify in papers tribble] | RillingInsel: Rilling & Insel 1999 (MRI); Rilling & Insel 1998 (cerebellum) | Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Varecia_variegata,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,29713.0,30059.0,1.1644734627940632,close(0.5-2%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981 (+ Stephan 1984)"
Alouatta_seniculus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1593.0,1593.125,0.0078468298807281,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Aotus_trivirgatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,686.0,680.65,-0.7798833819242016,close(0.5-2%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Ateles_geoffroyi,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1834.0,1833.835,-0.0089967284623753,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Avahi_laniger,Medulla_oblongata,Medulla_oblongata_Vol.mm3,553.0,553.175,0.0316455696202449,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Avahi_occidentalis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,508.0,508.23,0.0452755905511846,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Callimico_goeldii,Medulla_oblongata,Medulla_oblongata_Vol.mm3,460.0,460.05,0.0108695652173937,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Callithrix_jacchus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,318.0,318.12,0.0377358490566052,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Callithrix_pygmaea,Medulla_oblongata,Medulla_oblongata_Vol.mm3,201.0,193.0,-3.9800995024875614,minor(2-5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Cebus_albifrons,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1738.0,1738.13,0.0074798619102479,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Cercopithecus_ascanius,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1632.0,1717.045,5.211090686274514,notable(5-100%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Cercopithecus_mitis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1999.0,1998.95,-0.0025012506253103,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Cheirogaleus_major,Medulla_oblongata,Medulla_oblongata_Vol.mm3,382.0,381.81,-0.0497382198952873,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Cheirogaleus_medius,Medulla_oblongata,Medulla_oblongata_Vol.mm3,202.0,202.19,0.0940594059405929,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Daubentonia_madagascariensis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1517.0,1517.05,0.003295978905732,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Erythrocebus_patas,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2616.0,2615.835,-0.0063073394495398,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Eulemur_fulvus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,909.0,909.195,0.0214521452145269,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Galago_senegalensis,Medulla_oblongata,Medulla_oblongata_Vol.mm3,254.0,254.15,0.0590551181102384,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Galagoides_demidoff,Medulla_oblongata,Medulla_oblongata_Vol.mm3,169.0,169.065,0.0384615384615371,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Gorilla_gorilla,Medulla_oblongata,Medulla_oblongata_Vol.mm3,7509.0,6983.0,-7.004927420428818,notable(5-100%),1,False,Stephan_collection,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology","Stephan, Frahm & Baron 1981"
Homo_sapiens,Medulla_oblongata,Medulla_oblongata_Vol.mm3,9622.0,9660.895,0.4042298898357975,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Hylobates_lar,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2251.0,2250.08,-0.0408707241226154,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Indri_indri,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1342.0,1342.005,0.0003725782414388,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Lagothrix_lagotricha,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2110.0,2109.77,-0.0109004739336501,exact(<0.5%),1,False,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Lepilemur_ruficaudatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,449.0,449.14,0.0311804008908655,exact(<0.5%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Lophocebus_albigena,Medulla_oblongata,Medulla_oblongata_Vol.mm3,2708.0,2689.295,-0.6907311669128481,close(0.5-2%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Loris_tardigradus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,233.0,260.115,11.637339055793996,notable(5-100%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
Macaca_mulatta,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1992.0,2160.57,8.46234939759037,notable(5-100%),2,True,Stephan_collection; Zilles,"Stephan_collection: Stephan, Frahm & Baron 1981 (+ Stephan 1984) — backbone histology | Zilles: Zilles & Rehkämper 1988 — Pongo / great-ape graft (Düsseldorf collection)","Stephan, Frahm & Baron 1981"
