genes,subclass,p_val
PCDH17,L23IT,4.01564216884973e-9
PCDH17,L4IT,2.24137621379762e-10
PCDH17,L5ET,9.946654178276161e-15
PCDH19,L4IT,5.04844417216993e-9
PCDH19,L5ET,1.06724501833318e-8
PCDH19,Pvalb,2.36466271659201e-11
PCDH7,L4IT,1.59914205142427e-10
PCDH9,L4IT,1.68931682147522e-8
PCDH9,L5ET,2.54176208076914e-9
PCED1B,L23IT,5.99858609376262e-14
PCED1B,L4IT,7.82029278797561e-18
PCED1B,L5IT,3.0719415782536e-15
PCOLCE2,L23IT,1.6049775559963e-8
PCOLCE2,L4IT,2.32449253432438e-8
PCP4,L4IT,1.7409236260888897e-11
PCP4,L5IT,2.81094598296958e-8
PCP4,L6b,1.7200847108962002e-10
PCP4,L6CT,1.4601805817930398e-19
PCP4,L6ITCar3,5.5752123198172806e-9
PCP4,Vip,3.25468353107443e-8
PCP4L1,L4IT,9.340890874498631e-15
PCP4L1,L56NP,1.70051496045619e-8
PCP4L1,L5ET,1.5784507907664e-8
PCSK2,L4IT,5.30317334544865e-14
PCSK2,L5ET,1.4444083486399201e-9
PCSK5,L5IT,1.0866390188806501e-10
PCSK5,L6IT,5.03652580379607e-10
PCSK9,L5ET,4.9861506335672503e-14
PDCD6IPP2,L56NP,3.2975740033965503e-9
PDE11A,L56NP,3.09980168667523e-8
PDE1A,L23IT,1.66088471076957e-11
PDE1A,L4IT,1.86615226577763e-15
PDE1A,L56NP,2.15530633605845e-13
PDE1A,L5ET,3.73453417081007e-13
PDE1C,L23IT,6.63353051563673e-13
PDE1C,L4IT,1.03116286499824e-8
PDE1C,Lamp5,3.610177741562e-8
PDE1C,Lamp5Lhx6,4.65553814996828e-10
PDE1C,Pvalb,2.17820192580662e-10
PDE1C,Sst,2.70374321254526e-13
PDE2A,L5ET,1.29978851640986e-13
PDE3A,L4IT,4.29314639500326e-15
PDE3B,Pvalb,1.4729812909333101e-9
PDE4B,L56NP,4.5996377523908003e-11
PDE4D,L23IT,4.5251734377744703e-10
PDE4D,L4IT,9.819037900008101e-16
PDE4D,L6ITCar3,1.33561419847903e-18
PDE7B,L23IT,2.10020047857388e-8
PDE7B,L5ET,6.238396289910621e-10
PDE7B,Pvalb,3.40289931072957e-8
PDE8B,L4IT,3.42968779457063e-8
PDE8B,L5ET,1.35787359648557e-9
PDE8B,Pvalb,1.58885010693271e-8
PDE9A,L6ITCar3,1.40510634946501e-8
PDE9A,Pvalb,4.39559550343196e-12
PDGFC,L6b,3.813012786608421e-9
PDGFC,L6CT,2.6179732738703402e-14
PDGFC,L6ITCar3,2.2249212639755e-8
PDGFC,Pvalb,4.7908485523716497e-11
PDGFC,Sst,8.1425103499696e-10
PDGFD,L6IT,2.78236373882488e-10
PDK3,L4IT,2.6141956006778198e-12
PDZD2,L56NP,2.5048669759503e-9
PDZD2,L5ET,1.1312346101555802e-9
PDZD2,L6b,7.497966494337811e-9
PDZD2,L6CT,2.1883179400663602e-9
PDZRN4,L4IT,4.91841214093906e-16
PDZRN4,L56NP,1.34567823321639e-10
PDZRN4,Sst,3.93561867447228e-11
PELI2,L56NP,5.57376200062224e-10
PENK,L6CT,7.47902173580043e-11
PEX5L,Pvalb,3.55536057160599e-8
PFKL,L6CT,1.70825934932734e-9
PHACTR1,L5ET,2.8687257953125297e-11
PHACTR2,L4IT,1.2623179878934301e-17
PHACTR2,L56NP,2.35225273955504e-13
PHACTR2,L5ET,1.68990263467947e-10
PHACTR2,L6IT,4.50645657079703e-10
PHACTR2,Pvalb,1.05554396538229e-9
PHKA1,L5ET,8.708581153814651e-9
PHLDB1,L56NP,3.3460890060216503e-9
PHLPP1,L5ET,3.0507680947636903e-9
PHOX2A,L23IT,6.80452643760936e-17
PHYHIPL,L4IT,4.98305814721391e-9
PID1,L5IT,1.1213985332482898e-12
PID1,L6CT,4.59404893316628e-14
PID1,L6ITCar3,7.065359237453129e-11
PIGG,L6IT,2.0522175211798403e-9
PIK3AP1,L4IT,8.37486902739288e-14
PIK3C2A,L4IT,5.783810748493481e-9
PIK3CD,L56NP,5.50647478980591e-9
PIP5K1B,L4IT,3.69162518168703e-8
PIP5K1B,L5IT,2.63637692443984e-8
PITPNC1,L4IT,2.13009975416507e-9
PITPNC1,L56NP,1.68327268143967e-11
PITPNC1,L5ET,3.7719867919808403e-10
PKDCC,L5ET,4.92563367909319e-10
PKDCC,L6ITCar3,4.63284472038868e-10
PKN1,L5IT,5.6280360598284905e-9
PKN1,L6ITCar3,4.23597898965997e-13
PKNOX1,L4IT,2.5439117838513304e-9
PKP2,L6ITCar3,1.58085234175544e-8
PKP4,L5IT,9.49977247603107e-10
PLA2G16,L4IT,2.31964279143339e-8
PLA2G16,L56NP,2.82969604006616e-10
PLA2G7,L23IT,5.18510326342563e-11
PLA2G7,L6ITCar3,1.5046912642500099e-12
PLA2R1,L4IT,4.2006772007787495e-11
PLA2R1,Lamp5Lhx6,1.0224003999139599e-11
PLAGL1,L4IT,1.48507579033417e-13
PLAGL1,L5ET,3.1456766856422804e-9
PLAT,L6IT,2.03579526209414e-8
PLB1,L23IT,3.5247832156532703e-9
PLB1,L4IT,3.32867526953783e-10
PLB1,L56NP,3.972906736364221e-9
PLB1,L5ET,3.18124247282218e-10
PLCB1,L23IT,6.146928406185871e-9
PLCB1,L4IT,5.9252033159291295e-12
PLCB1,L5ET,3.43055314861778e-8
PLCB1,Lamp5Lhx6,1.1826257294051501e-9
PLCD3,L4IT,2.9612945316343197e-12
PLCH1,L4IT,1.81451777695584e-10
PLCH1,L5ET,4.2359286921076195e-11
PLCH1,L5IT,5.47697191354174e-14
PLCH1,Pvalb,3.0238552605393304e-9
PLCL1,L5ET,7.71439844370579e-9
PLCL1,L6b,8.584524990672711e-9
PLCL1,L6CT,4.01545188014912e-10
PLCXD2,L4IT,7.25524754211807e-10
PLCXD3,L5IT,1.96886937965862e-8
PLCXD3,L6IT,1.93408266131359e-8
PLD1,L4IT,7.944537837115201e-15
PLD1,L5ET,1.27563062392833e-8
PLD5,L4IT,1.12219811516799e-11
PLEKHA5,L4IT,1.99111456930034e-8
PLEKHA5,L5ET,5.03664525640309e-10
PLEKHA5,L6CT,5.7242510981820796e-11
PLEKHG1,L5ET,4.89187211390282e-10
PLEKHG1,L6CT,2.2382613688375203e-9
PLEKHG3,L4IT,1.84335791701403e-10
PLEKHH3,L4IT,2.93283567516222e-8
PLEKHH3,L6CT,2.47235186539401e-9
PLEKHO1,L6IT,3.73297975494172e-8
PLK5,L4IT,1.91374514824449e-16
PLSCR4,L4IT,4.75264782996769e-13
PLSCR4,L5IT,1.2582939910046801e-9
PLXDC2,L5ET,8.81684188818423e-12
PLXNA1,L4IT,4.48072381204807e-11
PLXNA1,L6CT,2.96447916711167e-11
PLXNA2,L4IT,9.20941868815835e-13
PLXNA4,L6CT,1.6154696034423101e-9
PLXNB1,L56NP,1.65899585181089e-8
PLXNC1,L23IT,1.72582624022887e-8
PLXNC1,L4IT,1.75946779618856e-8
PLXNC1,L6b,1.9923170894928503e-9
PMAIP1,L4IT,5.5193206945523e-10
PMCHL1,L6CT,2.03726087275732e-8
PMEPA1,L23IT,2.52094228986852e-8
PMEPA1,L6IT,3.07445418392106e-9
PNMA5,L4IT,4.01173518860841e-10
PNMA5,L5IT,8.44023288417391e-11
PNPLA7,L4IT,4.51359814976719e-9
PNPLA7,L6CT,1.84131605688781e-8
POLN,L5IT,3.2986959278851195e-11
POLN,L6IT,1.01689685685807e-11
POPDC3,L6b,2.43134882461727e-9
POSTN,L6ITCar3,1.6156770643056e-8
POU3F2,L56NP,9.13751777525525e-10
PPA2,L6CT,4.0150766148957e-8
PPAPDC1A,L5ET,4.9268365652699197e-26
PPARGC1A,L56NP,7.6873173983785e-13
PPARGC1A,L6ITCar3,9.27696532407713e-12
PPARGC1A,Lamp5Lhx6,3.93408079490625e-8
PPARGC1A,Sst,4.51924677828034e-10
PPFIBP1,L4IT,2.3921883935930298e-12
PPFIBP1,L5ET,1.65123599826898e-8
PPFIBP1,Pvalb,2.9533011780851704e-9
PPFIBP2,L4IT,9.96104661839725e-13
PPFIBP2,L5ET,2.99260095990195e-9
PPIEL,L4IT,2.4398107885019e-8
PPL,Sst,4.51944067404969e-10
PPP1R14C,L6ITCar3,1.42215848489232e-12
PPP1R21,L56NP,3.90825056669258e-8
PPP4R4,L23IT,4.08106650742409e-8
PPP4R4,L4IT,1.64672309270082e-11
PPP4R4,L5IT,3.83192009141379e-12
PPP4R4,L6IT,1.0190847432654899e-11
PPP4R4,L6ITCar3,7.15433886425072e-11
PQLC2L,L5ET,7.10261174391903e-10
PRCD,L4IT,3.1643922159764e-8
PRCP,L6CT,8.978446322687591e-10
PRCP,Sst,2.2650843658806203e-9
PRDM2,L4IT,5.76350310896934e-13
PRDM2,L6ITCar3,1.17030852893038e-8
PRDM8,L23IT,1.3525458254805201e-9
PRDM8,L4IT,4.12762733338736e-8
PRELID2,L4IT,6.58776754703733e-11
PREX1,L5ET,2.7732391607068696e-11
PREX1,L6IT,6.06639877051168e-10
PREX2,L4IT,3.15803548092945e-12
PRICKLE2,L6b,3.09040436981236e-9
PRICKLE2,L6IT,7.527287473537249e-11
PRKAA2,L4IT,8.4565768427092e-9
PRKAG2,L4IT,6.072390377528481e-9
PRKAG2,L6CT,5.24007142130521e-10
PRKCA,L4IT,1.6650091962832597e-11
PRKCA,L5ET,2.7563606369348703e-10
PRKCA-AS1,L4IT,7.71154663238379e-11
PRKCB,Pvalb,6.44002502151996e-9
PRKCB,Sst,1.3161782282456e-13
PRKCD,L6CT,5.3215069747540106e-9
PRKCG,L4IT,8.438837335556969e-12
PRKCG,L5ET,2.21847039108905e-12
PRKCG,L5IT,7.465002141918189e-11
PRKCG,L6CT,4.86137882962449e-12
PRKCG,L6IT,2.4263222366069502e-9
PRKCI,L56NP,1.6327904075070701e-15
PRKCI,L6IT,3.74862613140697e-9
PRKCI,L6ITCar3,3.12084992760156e-8
PRKD1,L4IT,1.81768179177272e-8
PRKD1,L56NP,2.8667057951263298e-12
PRKD1,L6IT,1.22806449238237e-8
PRKG1,L4IT,2.48282894356302e-13
PRKG1,L56NP,2.3866834263597e-10
PRKG1,L5IT,4.86360420106609e-16
PRKG1,L6CT,1.2822720284688899e-11
PRKG2,L56NP,1.90266279602199e-10
PRKG2,Pvalb,2.2763504175354798e-11
PRLR,L6IT,1.38703553157673e-8
PRMT2,L4IT,1.58348961180704e-8
PRMT8,L4IT,1.06633141123221e-8
PROS1,L5ET,5.8775593157763e-9
PRPH,L6CT,1.532638131428e-9
PRR16,L4IT,5.48813331259102e-11
PRR16,L6IT,3.43799836720084e-11
PRRG1,L6ITCar3,6.90926018897678e-10
PRRG1,Sst,8.52303990927106e-10
PRRX1,L5IT,6.715870145295181e-9
PRRX1,L6b,1.1407177763745201e-9
PRSS12,L5IT,2.41287833104309e-15
PRTFDC1,L4IT,1.5404611302364e-8
PRTG,Pvalb,2.95423927994781e-8
PRUNE2,L4IT,5.39913652522412e-10
PRUNE2,L5ET,4.54536513570682e-13
PRUNE2,L5IT,2.85859457418549e-8
PSD2,L4IT,3.00613768587806e-8
PSD3,L5ET,2.0832811324516297e-11
PTAFR,L6CT,2.32993530340249e-14
PTBP2,L5IT,2.40093887008295e-9
PTCHD1,L4IT,1.1821197947824699e-11
PTCHD1-AS,L4IT,3.70830145574573e-13
PTCHD1-AS,L56NP,1.6080990523800902e-9
PTCHD1-AS,L6IT,6.41192550655322e-9
PTCHD1-AS,L6ITCar3,3.1284816877990802e-9
PTCHD4,L56NP,2.18428565935756e-9
PTCHD4,L5ET,2.7433903889964898e-11
PTCHD4,L6CT,5.05539573799088e-9
PTCHD4,L6IT,5.08999225551969e-10
PTDSS2,L4IT,3.3440025809814903e-9
PTGER3,L56NP,1.42142940334988e-11
PTGFRN,L4IT,1.27686531662535e-9
PTGIS,L4IT,1.3279894399150902e-9
PTH1R,L4IT,1.70298309434831e-11
PTH2R,L4IT,1.49179492103164e-8
PTK2,L23IT,1.2970742689872e-8
PTK2,L4IT,1.27459190706009e-10
PTK2,L5ET,2.9627388150915104e-9
PTK2,L6IT,2.3735993294724902e-9
PTK2B,L5ET,6.46308699939704e-12
PTN,L56NP,5.7750546044736e-11
PTN,L6IT,1.24316725210453e-8
PTPN13,L4IT,2.70730699134054e-8
PTPN13,L5ET,8.175221012035969e-11
PTPN13,L5IT,7.533550580887901e-10
PTPN13,L6CT,3.51488130170389e-8
PTPN13,L6IT,1.16840781764749e-8
PTPN14,L5ET,4.10513961586047e-11
PTPRA,L4IT,1.09615683187349e-8
PTPRB,L5ET,2.5583539905027e-11
PTPRD,Lamp5Lhx6,2.86412926126576e-9
PTPRF,L4IT,9.02952661091101e-10
PTPRF,Pvalb,6.60323365921371e-10
PTPRG,L56NP,1.95736606110129e-8
PTPRK,L5ET,1.5723615088808897e-11
PTPRM,L4IT,8.138135585112569e-11
PTPRN2,L6CT,3.65392579120028e-8
PTPRO,L4IT,7.1760972611982e-9
PTPRQ,L6IT,1.98578343332008e-8
PTPRT,L5IT,2.10773312692926e-8
PTPRT,L6CT,2.4661934086961e-8
PTPRZ1,L4IT,3.44059990368197e-12
PTPRZ1,L5ET,5.792404546931691e-10
PTPRZ1,L5IT,6.394474915687569e-11
PTPRZ1,L6CT,1.74137010819336e-11
PTTG1,L4IT,6.82545850433728e-13
PVALB,Sst,5.989084903762659e-11
PVRL3,L6b,2.65279623209718e-9
PVRL3,L6ITCar3,4.7502591021953e-11
PYGO1,L4IT,1.9391941026514898e-12
PYGO1,L5IT,2.80742637649974e-10
PYGO1,L6CT,2.5691606168160297e-11
PYGO1,L6ITCar3,3.90474317170355e-8
QKI,L5IT,2.14474536074061e-8
QKI,L6IT,1.2555822659212e-10
QRFPR,L56NP,1.18121246484533e-8
QRFPR,L6IT,5.23945195215028e-12
RAB27B,L23IT,4.281956137227919e-11
RAB27B,L4IT,7.693392788558821e-9
RAB27B,L5ET,1.19897045884193e-10
RAB27B,L5IT,2.0403307336059e-12
RAB27B,L6CT,4.62767165510813e-12
RAB27B,L6IT,1.377264106898e-9
RAB27B,L6ITCar3,1.11628338110373e-9
RAB27B,Pvalb,2.56202656707178e-9
RAB31,L5ET,7.282830728972e-11
RAB3B,L4IT,4.2138524804979e-12
RAB3B,L56NP,2.91766006277934e-8
RAB3B,L5ET,2.75334775582101e-9
RAB3B,L6CT,1.92212147990702e-8
RAB3C,L6ITCar3,4.02493286398005e-10
RADIL,L23IT,2.6847968727665698e-12
RADIL,L4IT,2.1759760283972e-11
RAET1E-AS1,L4IT,1.79297690401141e-8
RAI14,L5IT,1.05737347711777e-9
RAI14,Pvalb,8.50471200043293e-10
RALB,L4IT,4.4522370521305e-9
RALYL,L6IT,2.88136673652616e-8
RAMP1,L56NP,4.2200811312733403e-10
RANBP17,L23IT,1.23421763884788e-10
RANBP17,L56NP,1.87905746941254e-9
RANBP17,Pvalb,3.5331330305455304e-9
RANBP17,Sst,2.87721465465191e-8
RAP1GDS1,L4IT,2.71461695179453e-12
RAP2B,L5ET,9.862980114174119e-11
RAPGEF3,L56NP,1.44230915164057e-8
RAPGEF4,L4IT,5.513349566342291e-15
RAPGEF4,L6CT,8.03309602548504e-12
RAPGEF5,L56NP,6.898344519889351e-9
RAPGEF5,L5ET,2.3766828859807703e-9
RARB,L4IT,2.41232944088607e-9
RASAL1,L23IT,1.18578024599968e-9
RASAL1,L4IT,5.45299275051635e-16
RASAL1,L56NP,6.20204832102071e-10
RASAL1,L5ET,5.70971681871203e-16
RASAL1,L5IT,6.0036382479686905e-15
RASAL1,L6CT,3.37532034161666e-10
RASAL1,L6IT,1.2431460222655099e-12
RASAL2,L4IT,1.14696511227059e-8
RASD2,L4IT,1.07619507761024e-10
RASGEF1C,L4IT,1.18764919852032e-8
RASGEF1C,L5ET,1.0927704623923599e-11
RASGEF1C,L5IT,1.38430831678884e-12
RASGEF1C,L6CT,7.64850416069218e-9
RASGRF2,L56NP,1.98691277127356e-8
RASGRF2,Pvalb,1.89294882184394e-10
RASGRF2,Sst,2.6763346617404203e-9
RASL11A,L4IT,1.93765680640463e-8
RASSF3,L4IT,1.9059538041053298e-11
RASSF4,L5IT,9.18007531870057e-11
RASSF4,Pvalb,2.83311110543154e-11
RASSF6,L4IT,7.48481716820457e-9
RASSF8,L4IT,2.0829178466649401e-10
RAVER2,L23IT,4.65084932006929e-11
RAVER2,L4IT,2.46583663179543e-15
RAVER2,L5ET,1.4923224389182202e-9
RAVER2,L5IT,1.46885608936577e-12
RAVER2,L6IT,3.50707294035259e-9
RBM20,L4IT,9.48591917892819e-14
RBM24,L5ET,1.6016257848635701e-9
RBMS1,L4IT,7.77376999112679e-11
RBMS1,L56NP,3.08367348422809e-10
RBMS3,L5ET,8.96448962747586e-9
RCAN1,L4IT,3.49670018900671e-8
RCAN2,L4IT,1.8177950002822997e-12
RCAN2,L56NP,5.20770312299451e-12
RCOR1,Pvalb,5.19120275736276e-9
RD3,L56NP,6.68014326490163e-13
RDX,L5ET,3.37260638620069e-8
RECK,L5ET,1.85475355066137e-8
RECK,L6CT,3.986418263785241e-9
REEP3,L4IT,1.33854949485804e-8
REEP3,Pvalb,4.46057868402868e-9
RELN,L5ET,3.7389761366286294e-11
RERG,L23IT,1.1647046291250901e-14
RERG,L4IT,5.35207197071896e-13
RERG,L6CT,6.8040971777563e-11
RERG,L6ITCar3,5.84761621232911e-10
RFC3,L4IT,8.221350058502169e-11
RFC3,L56NP,1.03773392682449e-8
RFTN1,L4IT,4.4938349801593905e-9
RFTN1,L6CT,3.40119301833766e-8
RFX2,L6IT,5.109447740749351e-9
RFX2,Pvalb,1.2998106953284101e-9
RGCC,L23IT,8.734966857538862e-9
RGCC,L6ITCar3,7.75517422851652e-10
RGMA,L6CT,9.45138215647777e-9
RGS22,L4IT,2.0098710204647997e-12
RGS6,L4IT,4.13246227619639e-8
RGS6,L5ET,7.91808455100413e-13
RGS8,L23IT,2.6490820352394798e-11
RGS8,L4IT,2.0174789347604297e-12
RHBDL3,L4IT,1.35916450189693e-10
RHCG,L4IT,1.1722656116667701e-10
RHOBTB1,L4IT,1.10352837420635e-9
RHOBTB1,L6CT,6.31790585797666e-10
RHOBTB3,L4IT,6.1355650439037705e-9
RHOU,L4IT,1.5986830794575302e-9
RHOU,L5IT,3.78401419781691e-8
RILPL2,L5IT,8.37240106938012e-12
RIN2,L4IT,1.7041901569854302e-9
RIPK2,L6IT,7.00629660136066e-10
RMST,L4IT,2.9572153722426704e-14
RMST,L56NP,1.05156020360265e-12
RMST,L5ET,6.211837841988e-15
RMST,L5IT,3.02975115137154e-15
RND2,L6CT,5.101858022798951e-9
RND2,L6IT,4.86737641238764e-11
RNF130,L23IT,7.714544069907611e-9
RNF130,L4IT,1.2576066958833501e-9
RNF130,L5IT,1.91311172954e-9
RNF130,L6b,8.00144172970819e-9
RNF130,L6CT,4.4364443624848e-10
RNF130,L6IT,8.26465465888007e-9
RNF144A,L5ET,1.19591905367106e-10
RNF144A,L6IT,1.05019701842195e-10
RNF144A-AS1,L5ET,3.0076367521593703e-9
RNF144B,L4IT,2.16111959836198e-9
RNF150,L23IT,2.82677298180353e-10
RNF150,L4IT,5.16923380980059e-12
RNF150,L6CT,9.20981245158475e-9
RNF150,L6IT,2.29215395653886e-10
RNF150,L6ITCar3,3.71115902093547e-8
RNF152,L4IT,5.3795318609212e-12
RNF152,L5ET,3.67640870237802e-12
RNF152,L6ITCar3,9.6208494851009e-9
RNF165,L5ET,1.4041061048696102e-9
RNF19A,L4IT,4.4434814873436305e-9
ROBO1,L56NP,6.37899768647271e-11
ROBO1,L5ET,1.16248704682467e-11
ROBO1,L5IT,4.6764552985498e-12
ROBO1,L6b,4.87544054860466e-9
ROBO1,L6CT,6.57961302017768e-11
ROBO1,L6IT,1.23655551570735e-13
ROBO1,L6ITCar3,4.3103340913437503e-10
ROBO2,L23IT,1.07875466864679e-13
ROBO2,L56NP,9.68827504271459e-12
ROBO2,L5ET,5.89298705996668e-10
ROBO2,L5IT,1.5917649387939e-11
ROBO2,L6CT,6.43016205178768e-11
ROBO2,L6IT,5.31801145528129e-17
ROBO2,L6ITCar3,1.45183705158125e-10
ROR1,L4IT,4.95228869993211e-11
ROR1,L56NP,1.97353318710337e-9
ROR1,Sst,5.29402015683837e-13
RORA,L4IT,7.47837690287057e-10
RORA,L56NP,2.8464924689610903e-14
RORA,L5ET,1.56337440411059e-11
RPH3A,L5ET,2.32383729174082e-10
RPH3A,Pvalb,5.0163177354162404e-9
RPP25,L6CT,4.644560945977791e-9
RREB1,L5ET,1.59429419269918e-14
RSPH9,L23IT,3.52625039611955e-8
RSPH9,L4IT,1.17114937627292e-8
RSPH9,L5IT,3.2392659906080603e-9
RSPO2,L23IT,2.10012599484761e-13
RSPO2,L4IT,2.37146514015758e-8
RSPO2,L56NP,7.36607479151447e-12
RSPO2,L5IT,1.0709516416562799e-11
RSPO2,L6IT,1.5734731292569402e-9
RSPO2,Sst,3.13309538897976e-9
RSU1,L5ET,4.1065606966616203e-10
RSU1,L5IT,1.93738693145993e-8
RTKN2,L4IT,4.1114998773797e-8
RUFY2,L4IT,7.115244808664841e-9
RUNX1T1,L4IT,2.5522639854277904e-9
RUNX1T1,L56NP,6.6512157342877e-9
RUNX1T1,L5ET,7.18249415564818e-13
RUNX1T1,L6b,1.08015233650296e-9
RUNX1T1,L6ITCar3,1.41717464526303e-9
RUNX2,L56NP,3.2351569094804804e-9
RXFP1,L4IT,4.2268422962237096e-12
RXRG,L4IT,1.30393633518422e-11
RYR2,L4IT,2.8135448579674698e-11
S100A10,L5ET,4.66020287633349e-10
S100PBP,L4IT,1.80338795546013e-11
SAMD3,L56NP,2.03700463664774e-8
SAMD3,L5ET,1.5080603896044302e-9
SAMD4A,L4IT,7.56679121764972e-9
SAMD5,L4IT,1.86904780116972e-8
SASH1,L5IT,3.3208387524596e-9
SASH1,Lamp5Lhx6,2.0456432724329e-8
SATB1,L6ITCar3,1.14619735944309e-10
SATB1-AS1,L6ITCar3,7.65035906471052e-10
SATB2,L56NP,1.61926826837322e-11
SATB2,L6CT,2.08836200995251e-13
SCAI,L5ET,2.27904142962177e-14
SCAPER,L23IT,1.7198765238154701e-9
SCARA3,L4IT,5.64643408946565e-10
SCARA5,Chandelier,5.04515162998314e-9
SCARA5,Sst,3.4826043317166504e-9
SCARB2,L6CT,1.14679745615637e-8
SCARF1,L4IT,1.9972875589419203e-9
SCD5,L6ITCar3,1.10895123646419e-8
SCEL,L4IT,4.96439247552888e-13
SCG2,L6IT,3.45736119681218e-8
SCHLAP1,L4IT,3.1328945818943798e-12
SCHLAP1,L5IT,1.12147860967595e-8
SCHLAP1,L6IT,9.84367752174699e-9
SCN1A,L4IT,4.72686600648974e-9
SCN1A,L5IT,4.899764119936859e-13
SCN1A,L6IT,5.91928938292179e-9
SCN1B,L23IT,2.66256634170715e-13
SCN1B,L4IT,4.98741427027815e-10
SCN1B,L5IT,4.11317921213064e-8
SCN1B,L6b,2.47970838005863e-12
SCN1B,L6CT,1.80218125460977e-11
SCN1B,L6IT,3.15096954682121e-11
SCN1B,L6ITCar3,2.2028541788827798e-12
SCN1B,Sst,1.31090368818549e-10
SCN3A,L4IT,1.12472938574341e-12
SCN3A,Pvalb,1.0076421826093502e-9
SCN3B,L4IT,7.69274103279381e-11
SCN3B,L5ET,7.1074171634001e-15
SCN3B,L5IT,1.37367487011741e-13
SCN3B,L6ITCar3,1.24124506939611e-10
SCN3B,Pvalb,1.0345634524449801e-10
SCN3B,Sst,6.0164185775757905e-9
SCN4B,L23IT,1.55678622234225e-9
SCN4B,L4IT,2.6824706538937e-15
SCN4B,L6IT,4.51775448529651e-9
SCN4B,Sst,7.524193385109421e-10
SCN9A,L56NP,1.10939115463677e-14
SCN9A,L6b,2.3003300209019604e-9
SCN9A,Sst,6.3675016598313e-10
SCPEP1,L23IT,7.081293626108261e-14
SCPEP1,L4IT,8.313854129570729e-11
SCPEP1,L5IT,1.8452577435401698e-11
SCPEP1,L6IT,5.69814936843596e-10
SDC2,L23IT,2.6251827631694103e-10
SDC2,L6ITCar3,2.30529349708636e-10
SDCBP,L4IT,1.11370809469497e-8
SDK1,L5IT,6.67905941333082e-11
SDK1,L6CT,1.81931439048744e-9
SDK2,L6CT,2.6440555358078003e-10
SDK2,Lamp5,3.83178007826275e-8
SDK2,Lamp5Lhx6,3.15370679338598e-9
SDR16C5,L6ITCar3,9.80948850780618e-9
SEC14L1,L4IT,6.08674119174484e-14
SEC24D,L56NP,1.5086043359026199e-12
SEC24D,L5ET,1.42765990712547e-11
SEC24D,L6b,1.10754842889046e-11
SEC24D,L6CT,9.290036825227842e-15
SEC24D,L6ITCar3,2.59922935567852e-10
SEL1L3,L5ET,1.03256984576893e-9
SEL1L3,L6b,4.0954437617098e-8
SEMA3A,L5IT,6.520712480892091e-9
SEMA3A,L6CT,2.01042123947524e-8
SEMA3C,L56NP,1.24981092838538e-8
SEMA3D,L5ET,3.28582881444519e-10
SEMA3E,L5ET,7.79158469415621e-12
SEMA4A,L56NP,1.61994807946933e-8
SEMA4A,L5IT,2.88025612164374e-9
SEMA4D,L4IT,5.73995647011822e-10
SEMA5A,L4IT,1.18467504721606e-16
SEMA5A,L6ITCar3,1.3424729777139e-9
SEMA6A,L5ET,1.48204908488684e-9
SEMA6A,L5IT,1.827173716414e-8
SEMA6A,L6CT,1.60495250233443e-10
SEMA6C,L5ET,1.06586549231463e-8
SEMA6D,L4IT,2.02628136744901e-9
SEMA6D,L6CT,2.83267976152943e-8
SEMA6D,Pvalb,4.51029986721054e-10
SEMA7A,L4IT,6.30761981657277e-10
SEMA7A,L56NP,3.83751358603216e-9
SEMA7A,L5IT,1.29836661986866e-8
SEPSECS,L6CT,3.55412494149027e-8
SEPT10,L4IT,2.06159448709092e-11
SEPT10,L5IT,1.8873584079510297e-12
SEPT11,L5ET,1.65238148257052e-11
SEPT4,L23IT,9.24917744547182e-10
SEPT7,L6b,5.868272983408731e-9
SEPT7,L6IT,8.94642443939426e-11
SERINC5,L6ITCar3,4.09418611768703e-10
SERPINE2,L6b,4.8582917584543593e-11
SERPINE2,L6CT,2.8517080148982e-11
SERPINI1,L4IT,9.47277839467346e-9
SERTAD2,L4IT,2.10546474861049e-8
SERTAD4,L4IT,1.53055807796155e-8
SERTAD4,L5IT,1.48488634160077e-8
SERTAD4,L6b,2.67354338741221e-8
SETD7,L23IT,4.295519694427651e-9
SETD7,L4IT,8.68372440198536e-12
SETD7,L6IT,4.8477254705421305e-9
SETD7,L6ITCar3,4.04618048324518e-8
SEZ6L,L56NP,2.09658442300027e-8
SEZ6L,Pvalb,4.274388852392051e-9
SFMBT2,L6b,2.22398129465935e-12
SFMBT2,L6ITCar3,2.58294081377727e-12
SFT2D2,L56NP,8.323517309658601e-10
SFT2D2,L5IT,1.24795451477505e-12
SFXN1,L5ET,3.4979657230964903e-9
SGCD,L6b,7.467847099340011e-9
SGCZ,L4IT,9.40742975823579e-9
SGCZ,L5ET,6.549906353602739e-12
SGK1,L4IT,1.17188523309052e-9
SGK1,L6IT,4.8893430608547194e-11
SGK223,L4IT,1.39532737869218e-8
SGPP2,L6ITCar3,3.02226919049396e-13
SH3GL2,Sst,1.249920680266e-8
SH3GL3,L4IT,8.17599449828756e-10
SH3GL3,L5ET,3.50357693199282e-8
SH3KBP1,L6CT,7.62838348137947e-15
SH3KBP1,L6IT,6.92689616410091e-11
SH3KBP1,L6ITCar3,5.32715986009347e-9
SH3PXD2B,L4IT,1.07011668657087e-8
SH3PXD2B,L56NP,1.15681808448643e-8
SH3PXD2B,L5IT,2.44306702521512e-9
SH3PXD2B,L6IT,1.73149405334577e-10
