cluster,gene,A1,ACC,ANG,DLPFC,M1,MTG,S1,V1
Lamp5_1,UNC5C,1.20434084155548,1.36956696741996,1.3672091650399,1.41819638707559,1.67236991000648,1.45525226011424,1.34904027773216,1.11971963801135
Lamp5_1,RBMS3,1.28039606073712,1.18012679904794,1.27902656439296,1.12073197429171,1.3135066793215,1.21719986418008,1.26914651308318,1.73255069646338
Lamp5_1,PTPRM,1.26376590018545,1.02646239135074,1.38822042824158,1.18644344273127,1.39726250812884,1.14464508437667,1.3257587163803,1.5927485083082
Lamp5_1,TMTC2,1.28597742524597,1.22533664657734,1.42349622881886,1.27393724163306,1.33661414572556,1.23919893232201,1.26399700715492,1.5925342100127
Lamp5_1,TOX3,1.09646770938613,1.23568018403784,1.22450404570781,1.15783235818832,1.16493676175029,1.14706722439403,1.18224862633662,1.17154717461632
Lamp5_1,CSMD3,1.00892747926683,0.860841949488095,1.05228956828632,0.971471365670597,1.03208753816983,0.9376555946461,0.986416983571927,1.22511615529641
Lamp5_1,EEPD1,1.03689691059996,0.922717731904009,1.03660098293177,0.986853097831001,0.971111241049994,0.987479375003349,1.09022417360824,0.990224298356934
Lamp5_1,FRAS1,1.2321837611897,1.49563363897739,1.48454963199998,1.4596013093863,1.59427007176155,1.46079516453347,1.3924296075383,1.08986778328076
Lamp5_1,MCTP1,1.20636811252759,1.13693130994422,1.46688001718826,1.46461800660306,1.473254835725,1.24135158686335,1.4272170178175,1.47582758722754
Lamp5_1,SOX2-OT,1.45798062973605,1.07939343160268,1.03438066533134,1.02200679469378,1.65778140208242,1.27534998828244,1.13366494703545,1.80927983035999
