area,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
V1,SHC3,3.18E-13,0.266536499,0.986,0.992,1.60E-08
V1,EML2,3.46E-13,0.314414443,0.908,0.816,1.74E-08
V1,NFIB,4.15E-13,0.284905161,1,0.995,2.09E-08
V1,DYSF,5.13E-13,0.289282554,0.912,0.863,2.58E-08
V1,SPAG16,5.76E-13,0.339469258,0.976,0.975,2.89E-08
V1,NLGN4X,7.48E-13,0.293241261,0.949,0.936,3.76E-08
V1,PPM1L,9.78E-13,0.26381483,0.993,0.991,4.92E-08
V1,RHBDL3,1.09E-12,0.294008184,0.963,0.934,5.50E-08
V1,OGDH,1.11E-12,0.250516853,0.942,0.909,5.58E-08
V1,ME3,1.13E-12,0.262390697,0.983,0.964,5.66E-08
V1,CACNB4,1.14E-12,0.271586718,0.997,0.997,5.72E-08
V1,FAM110B,1.16E-12,0.274226316,0.692,0.547,5.83E-08
V1,BEND6,1.22E-12,0.267084546,0.966,0.946,6.14E-08
V1,ST5,1.43E-12,0.279319768,0.803,0.685,7.17E-08
V1,FAM219A,1.54E-12,0.274910329,0.878,0.822,7.74E-08
V1,FER,1.59E-12,0.295489276,0.99,0.98,8.01E-08
V1,ATP1A1,1.61E-12,0.320731159,0.969,0.956,8.10E-08
V1,LOC101928964,2.40E-12,0.485498329,0.814,0.715,1.21E-07
V1,SCAMP5,2.78E-12,0.266125758,0.956,0.939,1.40E-07
V1,SOX2-OT,3.94E-12,0.350628598,0.919,0.833,1.98E-07
V1,LOC100506532,4.11E-12,0.279439456,0.773,0.615,2.07E-07
V1,INADL,4.44E-12,0.272089485,0.973,0.971,2.23E-07
V1,SORL1,5.68E-12,0.304587729,0.99,0.992,2.85E-07
V1,PLAGL1,6.36E-12,0.287576996,0.773,0.643,3.20E-07
V1,SENP7,6.44E-12,0.256300201,0.905,0.835,3.24E-07
V1,BCO2,6.50E-12,0.26175245,0.946,0.905,3.27E-07
V1,PDE3A,8.35E-12,0.31230728,0.586,0.417,4.20E-07
V1,GAS2,8.48E-12,0.252424903,0.953,0.919,4.26E-07
V1,JPX,8.62E-12,0.258043435,0.973,0.951,4.33E-07
V1,AMMECR1,1.16E-11,0.255392735,0.922,0.882,5.84E-07
V1,DENND1B,1.61E-11,0.282426878,0.986,0.964,8.08E-07
V1,RUNX1T1,1.70E-11,0.259988222,0.912,0.73,8.55E-07
V1,NFIC,3.09E-11,0.255293908,0.885,0.814,1.56E-06
V1,XKR9,3.12E-11,0.254087624,0.746,0.576,1.57E-06
V1,PCDH11Y,3.64E-11,0.944170251,0.732,0.575,1.83E-06
V1,EPHA7,5.97E-11,0.338263841,0.969,0.945,3.00E-06
V1,SHC4,6.33E-11,0.312704693,0.583,0.384,3.19E-06
V1,FCHSD2,6.57E-11,0.290426686,0.973,0.945,3.30E-06
V1,DPH6-AS1,7.56E-11,0.261773415,0.847,0.732,3.80E-06
V1,GABRG3,1.06E-10,0.35961362,0.966,0.924,5.33E-06
V1,ELOVL7,1.48E-10,0.266346985,0.858,0.734,7.42E-06
V1,UBC,1.79E-10,0.267922126,0.837,0.744,9.01E-06
V1,PDS5B,2.08E-10,0.283100051,0.976,0.961,1.05E-05
V1,CDYL,2.20E-10,0.278235278,0.854,0.808,1.11E-05
V1,SRCIN1,4.50E-10,0.258365831,0.895,0.856,2.26E-05
V1,ZNF462,7.17E-10,0.289205588,0.695,0.586,3.60E-05
V1,RAD51B,7.23E-10,0.327840266,0.736,0.594,3.64E-05
V1,GNAS,9.32E-10,0.273885823,0.976,0.938,4.69E-05
V1,PPARGC1A,1.99E-09,0.265959307,1,1,1.00E-04
V1,DPP10,2.31E-09,0.394817606,1,1,0.00011594
V1,LOC105373568,2.68E-09,0.289027634,0.827,0.83,0.000134897
V1,GRIP1,2.86E-09,0.260155796,0.976,0.983,0.000143738
V1,LOC105374497,4.64E-09,0.56479533,0.525,0.451,0.00023342
V1,NEFM,5.14E-09,0.255863847,0.908,0.867,0.000258278
V1,TRPM3,8.06E-09,0.454228262,0.878,0.744,0.000405262
V1,CADPS2,9.91E-09,0.363019093,0.966,0.848,0.000498346
V1,ABLIM2,1.77E-08,0.267833416,0.969,0.961,0.00088931
V1,KCTD16,6.25E-08,0.308652014,0.841,0.771,0.003140499
V1,BCYRN1,6.67E-08,0.278668969,0.939,0.898,0.0033551
V1,SASH1,1.15E-07,0.256679786,0.654,0.537,0.005772199
V1,LOC105371330,2.40E-07,0.368053457,0.644,0.533,0.012079375
V1,LOC105374506,2.93E-07,0.545750142,0.603,0.552,0.014718763
V1,LOC105371308,3.11E-07,0.262265193,0.468,0.325,0.015641288
V1,TEKT4P2,4.00E-07,0.271319395,0.817,0.727,0.020128
V1,LOC105374529,6.69E-07,0.255927569,0.895,0.875,0.033621252
V1,CRTAC1,6.74E-07,0.255608672,0.844,0.781,0.033895714
V1,PAPPA,1.17E-05,0.2932899,0.729,0.596,0.588712639
V1,FAM179A,1.46E-05,0.326447171,0.458,0.389,0.732210987
V1,KIAA1217,1.59E-05,0.414912077,0.902,0.93,0.797438886
V1,SPOCK1,2.29E-05,0.416445167,0.905,0.893,1
V1,FAM19A2,2.42E-05,0.265268808,0.81,0.718,1
V1,MARCH1,3.51E-05,0.267111845,0.719,0.651,1
V1,KIAA1211,0.000180947,0.342393304,0.736,0.74,1
V1,POU6F2,0.000463765,0.433611749,0.492,0.391,1
V1,GAPDH,0.000499275,0.276972377,0.915,0.868,1
V1,BAALC,0.002162969,0.253709738,0.956,0.976,1
V1,PCSK5,0.002907706,0.334610666,0.851,0.901,1
V1,DCC,0.007094715,0.371751519,0.515,0.473,1
