Species,Species_evo,Stephan_column,EvoM1_variable,Stephan_value,status,preferred_reference,preferred_citation,all_matching_sources,n_candidate_sources,metadata_reference,unit_rescale_flag,closest_nonmatching
Alouatta_seniculus,Alouatta seniculus,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.4,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,0.37,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Diencephalon,Diencephalon_Vol.mm3,3344.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Frontal.motor,,0.87,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Frontal.motor.Gray,,1.08,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Hippocampus,Hippocampus_Vol.mm3,1320.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Stephan_etal_1970_Table6; Stephan_etal_1981_TableVI,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,26.57,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Alouatta_seniculus,Alouatta seniculus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,87.4,resolved_multiple,Stephan_etal_1984_Table1,Stephan et al. 1984 (J Hirnforsch 25:385-403),Frahm_etal_1998_Table1; Stephan_etal_1984_Table1,3,de Sousa et al 2010; de Sousa et al 2013,,
Alouatta_seniculus,Alouatta seniculus,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,59.75,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Alouatta_seniculus,Alouatta seniculus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,827.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,27.47,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Alouatta_seniculus,Alouatta seniculus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,1593.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Sherwood_etal_2005_Table1; Stephan_etal_1981_TableIII,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Meninges_hypophysis_nerves_etc,,568.0,metadata_only,,,,0,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Mesencephalon,Mesencephalon_Vol.mm3,986.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,21791.0,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,NeoWG,Neocortex_Vol.mm3,31660.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1982_Table2; Stephan_etal_1981_TableVI,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,9869.0,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,1,Frahm et al 1992; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,3.3,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,1.72,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Nucleus_amygdalae_basalis_parsmagnocellularis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,30.7,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Other.cortical.association.areas.Gray,,12.39,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Other.cortical.association.areas.White,,4.21,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Palaeocortex,Palaeocortex_Vol.mm3,488.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Prefrontal.Gray,,1.02,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Prefrontal.White,,0.18,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Primary.visual.White.Smaers,,0.54,metadata_only,,,,0,Smaers et al 2017,,
Alouatta_seniculus,Alouatta seniculus,Schizocortex,Schizo_cortex_Vol.mm3,510.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Septum,Septum_Vol.mm3,200.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Striatum,Striatum_Vol.mm3,2829.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Telencephalon,Telencephalon_Vol.mm3,37388.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Alouatta_seniculus,Alouatta seniculus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,49009.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,3,Stephan et al 1981,,
Alouatta_seniculus,Alouatta seniculus,Ventricles,Ventricles_Vol.mm3,616.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,996.0,resolved_multiple,Frahm_etal_1984_Table1,Frahm et al. 1984 (J Hirnforsch 25:537-557),Frahm_etal_1984_Table1; Frahm_etal_1998_Table1,3,de Sousa et al 2010,,
Aotus_trivirgatus,Aotus trivirgatus,Amygdala,Amygdala_Vol.mm3,201.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Body_weight,Body_Mass.g,830.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Frahm_etal_1998_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII,6,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
Aotus_trivirgatus,Aotus trivirgatus,Body_weight_1985a,Body_Mass.g,830.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Frahm_etal_1998_Table1; Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1; Stephan_etal_1981_TableIII,6,,,
Aotus_trivirgatus,Aotus trivirgatus,Brain_weight,Brain_Mass.mg,17100.0,resolved_multiple,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1998_Table1; Stephan_etal_1981_TableIII,3,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013,,
Aotus_trivirgatus,Aotus trivirgatus,Brainvol,,16505.79,metadata_only,,,,0,de Sousa et al 2010; Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Bulbus_olfactorius,Bulbus_olfactorius_Vol.mm3,56.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Baron_etal_1987_Table1; Stephan_etal_1981_TableVI,4,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius_Vol.mm3,0.22,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Cerebellar_nuclei_total,Cerebellar_nuclei_total_Vol.mm3,41.45,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,2,,,
Aotus_trivirgatus,Aotus trivirgatus,Cerebellum,Cerebellum_Vol.mm3,1873.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,4,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Complexus_centromedialis,Complexus_centromedialis_Vol.mm3,54.5,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,147.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Corpus.pineale,Corpus_pineal_Vol.mm3,1.55,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.14,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,0.16,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Diencephalon,Diencephalon_Vol.mm3,1098.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Hippocampus,Hippocampus_Vol.mm3,539.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_Zilles_1994_Table1; Stephan_etal_1981_TableVI,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Interpositus_cerebellar_nuclei,Interpositus_cerebellar_nuclei_Vol.mm3,11.42,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Aotus_trivirgatus,Aotus trivirgatus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,32.9,resolved_multiple,Stephan_etal_1984_Table1,Stephan et al. 1984 (J Hirnforsch 25:385-403),Frahm_etal_1998_Table1; Stephan_etal_1984_Table1,3,de Sousa et al 2010; de Sousa et al 2013,,
Aotus_trivirgatus,Aotus trivirgatus,Lateral_cerebellar_nuclei,Lateral_cerebellar_nuclei_Vol.mm3,17.02,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Aotus_trivirgatus,Aotus trivirgatus,Lobus_piriformis,Lobus_piriformis_Vol.mm3,394.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Medial_cerebellar_nuclei,Medial_cerebellar_nuclei_Vol.mm3,13.01,resolved_unique,Matano_etal_1985_a_Table1,Matano et al. 1985 (Folia Primatol 44:182-203),Matano_etal_1985_a_Table1,1,,,
Aotus_trivirgatus,Aotus trivirgatus,Medulla_oblongata,Medulla_oblongata_Vol.mm3,686.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,3,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Meninges_hypophysis_nerves_etc,,206.0,metadata_only,,,,0,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Mesencephalon,Mesencephalon_Vol.mm3,409.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,7776.0,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,4,Frahm et al 1992; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,NeoWG,Neocortex_Vol.mm3,9950.0,resolved_multiple,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Frahm_etal_1982_Table2; Stephan_etal_1981_TableVI,4,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,NeoW_Frahm,Neocortex_white_matter_Vol.mm3,2174.0,resolved_unique,Frahm_etal_1982_Table2,"Frahm, Stephan & Stephan 1982 (J Hirnforsch 23:375-389)",Frahm_etal_1982_Table2,4,Frahm et al 1992; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,3.21,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.96,resolved_unique,Stephan_etal_1981_TableXVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXVI,1,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Nucleus_amygdalae_basalis_parsmagnocellularis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,15.7,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,2,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.2,resolved_multiple,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI; Stephan_etal_1987_Table1,2,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Palaeocortex,Palaeocortex_Vol.mm3,203.0,resolved_unique,Stephan_etal_1981_TableXI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableXI,1,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Pons,Pons_Vol.mm3,112.1,provenance_gap,,,,0,Matano et al 1985; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Schizocortex,Schizo_cortex_Vol.mm3,243.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Septum,Septum_Vol.mm3,83.8,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Striatum,Striatum_Vol.mm3,862.0,resolved_unique,Stephan_etal_1981_TableVI,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableVI,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Telencephalon,Telencephalon_Vol.mm3,12128.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,2,Stephan et al 1981; Zilles and Rehkamper 1988,,
Aotus_trivirgatus,Aotus trivirgatus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,16195.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,6,Stephan et al 1981,,
Aotus_trivirgatus,Aotus trivirgatus,Ventricles,Ventricles_Vol.mm3,105.0,resolved_unique,Stephan_etal_1981_TableIII,"Stephan, Frahm & Baron 1981 (Folia Primatol 35:1-29)",Stephan_etal_1981_TableIII,1,Stephan et al 1981,,
Ateles_geoffroyi,Ateles geoffroyi,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,3753.0,resolved_unique,Frahm_etal_1984_Table1,Frahm et al. 1984 (J Hirnforsch 25:537-557),Frahm_etal_1984_Table1,1,de Sousa et al 2010,,
Ateles_geoffroyi,Ateles geoffroyi,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,135.0,resolved_unique,Bauernfeind_etal_2013_Table1,Bauernfeind et al. 2013 (J Hum Evol 64:263-279),Bauernfeind_etal_2013_Table1,1,Bauernfeind et al 2013,,
