tip,merge_sp,pooled,label,stephan_var,wide_var,role,stephan_value,wide_value,ratio,pct,rel,status,anomaly,stephan_source,wide_source
Hylobates_muelleri,Hylobates muelleri,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,98263,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Indri_indri,Indri indri,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,36285,32481,0.895163290615957,-10.4836709384043,0.10483670938404299,DIFFERENT,NA,Stephan_etal_1981_TableII,Bauernfeind_etal_2013_Table1
Leontopithecus_rosalia,Leontopithecus rosalia,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,12259,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Lophocebus_albigena,Lophocebus albigena,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,97603,106660,1.0927942788643792,9.279427886437917,0.08491468216763548,DIFFERENT,NA,Stephan_etal_1981_TableIII,Bauernfeind_etal_2013_Table1
Loris_tardigradus,Loris tardigradus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,6269,6612,1.0547136704418567,5.471367044185675,0.051875378100423475,DIFFERENT,NA,Stephan_etal_1981_TableII,Bauernfeind_etal_2013_Table1
Macaca_maura,Macaca maura,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,80405,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Pan_paniscus,Pan paniscus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,339766.666666667,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Pan_troglodytes,Pan troglodytes,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,382103,330790,0.8657089842267661,-13.429101577323392,0.1342910157732339,DIFFERENT,NA,Stephan_etal_1981_TableIII,Bauernfeind_etal_2013_Table1
Perodicticus_potto,Perodicticus potto,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,13212,11100,0.8401453224341507,-15.985467756584923,0.15985467756584923,DIFFERENT,NA,Stephan_etal_1981_TableII,Bauernfeind_etal_2013_Table1
Piliocolobus_badius,Piliocolobus badius,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,73818,72394,0.9807093120919017,-1.9290687908098296,0.019290687908098295,DIFFERENT,NA,Stephan_etal_1981_TableIII,Bauernfeind_etal_2013_Table1
Pithecia_pithecia,Pithecia pithecia,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,28958,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Pongo_abelii,Pongo sp.,TRUE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,340925,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Pongo_pygmaeus,Pongo sp.,TRUE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,340925,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Saguinus_geoffroyi,Saguinus geoffroyi,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,10135,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Saguinus_oedipus,Saguinus oedipus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,9537,8938.2,0.9372129600503304,-6.278703994966963,0.06278703994966964,DIFFERENT,NA,Stephan_etal_1981_TableIII,Bauernfeind_etal_2013_Table1
Symphalangus_syndactylus,Symphalangus syndactylus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,133880,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1 (+1 tied)
Trachypithecus_francoisi,Trachypithecus francoisi,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,98552,NA,NA,NA,wide_only,NA,NA,Bauernfeind_etal_2013_Table1
Varecia_variegata,Varecia variegata,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,29713,30405,1.0232894692558812,2.3289469255881263,0.022759414569972044,DIFFERENT,NA,Stephan_etal_1981_TableII,Bauernfeind_etal_2013_Table1
Alouatta_seniculus,Alouatta seniculus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,49009,49009,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Aotus_trivirgatus,Aotus trivirgatus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,16195,16195,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Avahi_occidentalis,Avahi occidentalis,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,9124,9256.8,1.0145550197281894,1.4555019728189311,0.014346210353469804,DIFFERENT,NA,Stephan_etal_1981_TableII,Bauernfeind_etal_2013_Table1
Callimico_goeldii,Callimico goeldii,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,10510,10510,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Callithrix_jacchus,Callithrix jacchus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,7241,7241,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Cercopithecus_ascanius,Cercopithecus ascanius,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,63505,63505,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Cheirogaleus_major,Cheirogaleus major,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,6373,6373,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Cheirogaleus_medius,Cheirogaleus medius,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,2961,2961,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Daubentonia_madagascariensis,Daubentonia madagascariensis,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,42611,42611,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Erythrocebus_patas,Erythrocebus patas,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,103167,103167,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Eulemur_fulvus,Eulemur fulvus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,22106,22106,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Galago_senegalensis,Galago senegalensis,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,4512,4512,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Lagothrix_lagotricha,Lagothrix lagothricha,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,95503,95503,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,7175,7175,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Macaca_fascicularis,Macaca fascicularis,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,NA,55600,NA,NA,NA,wide_only,NA,NA,deSousa_etal_2010_Table1
Macaca_mulatta,Macaca mulatta,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,87896,87896,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Microcebus_murinus,Microcebus murinus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,1680,1680,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Miopithecus_talapoin,Miopithecus talapoin,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,37776,37776,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Nasalis_larvatus,Nasalis larvatus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,92797,92797,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Nycticebus_coucang,Nycticebus coucang,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,11755,11755,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Otolemur_crassicaudatus,Otolemur crassicaudatus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,9668,9668,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Papio_anubis,Papio anubis,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,190957,190957,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Pithecia_monachus,Pithecia monachus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,32867,32867,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Plecturocebus_moloch,Callicebus moloch,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,17944,17944,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Propithecus_verreauxi,Propithecus verreauxi,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,25194,25194,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Pygathrix_nemaeus,Pygathrix nemaeus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,72530,72530,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Saguinus_midas,Saguinus midas,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,9569,9569,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Saimiri_sciureus,Saimiri sciureus,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,22572,22572,1,0,0,same,NA,Stephan_etal_1981_TableIII,Stephan_etal_1981_TableIII
Tarsius_syrichta,Tarsius sp.,FALSE,Preferred brain volume,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,predictor,3393,3393,1,0,0,same,NA,Stephan_etal_1981_TableII,Stephan_etal_1981_TableII
Ateles_geoffroyi,Ateles geoffroyi,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,151,151,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Avahi_laniger,Avahi laniger,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,27.6,27.6,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Callithrix_pygmaea,Callithrix pygmaea,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,16.9,NA,NA,NA,NA,Stephan_only,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],NA
Cebus_albifrons,Cebus albifrons,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,137,137,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Cercopithecus_mitis,Cercopithecus mitis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,150,167.2,1.1146666666666667,11.46666666666666,0.10287081339712913,DIFFERENT,NA,deSousa_etal_2010_SupTable2,deSousa_etal_2013_Table1
Colobus_angolensis,Colobus angolensis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,103,103,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Galagoides_demidoff,Galagoides demidoff,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,10.9,10.9,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Gorilla_gorilla,Gorilla sp.,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,308.5,300.1,0.9727714748784442,-2.722852512155584,0.027228525121555842,DIFFERENT,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Homo_sapiens,Homo sapiens,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,335,335,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Hylobates_lar,Hylobates lar,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,166.2,166.2,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Hylobates_muelleri,Hylobates muelleri,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,162,161.6,0.9975308641975308,-0.2469135802469171,0.002469135802469171,rounding,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Indri_indri,Indri indri,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,94.5,94.5,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Lophocebus_albigena,Lophocebus albigena,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,182,182,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1 (+2 tied)
Loris_tardigradus,Loris tardigradus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,24.6,24.6,1,0,0,same,NA,deSousa_etal_2010 [restricted: deSousa_2010.csv],Stephan_etal_1984_Table1 (+1 tied)
Pan_paniscus,Pan paniscus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,275.1,282.3,1.0261723009814612,2.6172300981461243,0.025504782146652458,DIFFERENT,NA,deSousa_etal_2013 [restricted: compare_LGN_vs_Stephan.csv],deSousa_etal_2013_Table1
Pan_troglodytes,Pan troglodytes,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,250.7,344,1.3721579577183887,37.21579577183886,0.27122093023255817,DIFFERENT,NA,deSousa_etal_2010_SupTable2,deSousa_etal_2013_Table1
Perodicticus_potto,Perodicticus potto,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,24.3,24.3,1,0,0,same,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],Stephan_etal_1984_Table1 (+1 tied)
Piliocolobus_badius,Piliocolobus badius,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,128,128,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1 (+2 tied)
Pongo_abelii,Pongo sp.,TRUE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,NA,259.1,NA,NA,NA,wide_only,NA,NA,deSousa_etal_2013_Table1
Pongo_pygmaeus,Pongo sp.,TRUE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,259.1,259.1,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Saguinus_oedipus,Saguinus oedipus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,34.2,34.2,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Varecia_variegata,Varecia variegata,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,68.9,68.9,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Alouatta_seniculus,Alouatta seniculus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,87.4,87.4,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Aotus_trivirgatus,Aotus trivirgatus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,32.9,32.9,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Avahi_occidentalis,Avahi occidentalis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,29.3,29.3,1,0,0,same,NA,Stephan_etal_1984_Table1,Stephan_etal_1984_Table1
Callithrix_jacchus,Callithrix jacchus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,25.1,25.1,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Cercopithecus_ascanius,Cercopithecus ascanius,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,147,147,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1 (+2 tied)
Cheirogaleus_major,Cheirogaleus major,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,21.5,21.5,1,0,0,same,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],Stephan_etal_1984_Table1 (+1 tied)
Cheirogaleus_medius,Cheirogaleus medius,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,10.8,10.8,1,0,0,same,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],Stephan_etal_1984_Table1 (+1 tied)
Daubentonia_madagascariensis,Daubentonia madagascariensis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,58.5,58.5,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Erythrocebus_patas,Erythrocebus patas,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,267,266.8,0.9992509363295881,-0.07490636704119424,7.490636704119424e-4,rounding,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Eulemur_fulvus,Eulemur fulvus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,51.8,51.8,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Galago_senegalensis,Galago senegalensis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,16,16,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
Lagothrix_lagotricha,Lagothrix lagothricha,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,164,164,1,0,0,same,NA,deSousa_etal_2010 [restricted: deSousa_2010.csv],Stephan_etal_1984_Table1
Lepilemur_ruficaudatus,Lepilemur ruficaudatus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,15.6,15.6,1,0,0,same,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],Stephan_etal_1984_Table1 (+1 tied)
Macaca_fascicularis,Macaca fascicularis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,91.9,91.9,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Macaca_mulatta,Macaca mulatta,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,158,158,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1 (+2 tied)
Microcebus_murinus,Microcebus murinus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,7.1,7.07,0.9957746478873241,-0.42253521126759663,0.004225352112675967,rounding,NA,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],Stephan_etal_1984_Table1
Miopithecus_talapoin,Miopithecus talapoin,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,109,109,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1 (+1 tied)
Nasalis_larvatus,Nasalis larvatus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,157,156.6,0.9974522292993631,-0.2547770700636979,0.002547770700636979,rounding,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Nycticebus_coucang,Nycticebus coucang,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,35.9,35.9,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Otolemur_crassicaudatus,Otolemur crassicaudatus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,23.2,23.2,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Papio_anubis,Papio anubis,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,395,395,1,0,0,same,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1 (+1 tied)
Pithecia_monachus,Pithecia monachus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,76.3,76.3,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Plecturocebus_moloch,Callicebus moloch,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,54.2,54.2,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Propithecus_verreauxi,Propithecus verreauxi,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,64.5,64.5,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1
Pygathrix_nemaeus,Pygathrix nemaeus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,115,114.8,0.9982608695652173,-0.17391304347826333,0.0017391304347826335,rounding,NA,deSousa_etal_2013_Table1,deSousa_etal_2013_Table1
Saguinus_midas,Saguinus midas,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,36,36.8,1.0222222222222221,2.2222222222222143,0.021739130434782532,DIFFERENT,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1981_TableIX
Saimiri_sciureus,Saimiri sciureus,FALSE,Corpus geniculatum laterale,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,study3,62.9,62.9,1,0,0,same,NA,deSousa_etal_2010_SupTable2,Stephan_etal_1984_Table1 (+1 tied)
