Species,Stephan_column,EvoM1_variable,structure_key_rule,Stephan_value,status,resolution_method,preferred_reference,preferred_source_prior_contributions,unit_rescale_flag,merge_deviation_flag,closest_nonmatching,fallback_match_detail,fallback_candidate_sources,all_matching_sources,metadata_reference
Indri_indri,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,1648,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 1.648 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R39C5; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Indri_indri,Brain_mass,Brain_Mass.mg,crosswalk_exact,33700,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Indri_indri,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,94.5,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 95 (Corpus_geniculatum_laterale_Vol.mm3; 0.53%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv],Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010; de Sousa et al 2013
Lagothrix_lagotricha,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,4856,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: deSousa_2010.csv],0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: deSousa_2010.csv] = 4856 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/deSousa_2010.csv R48C2; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1; deSousa_etal_2010 [restricted: deSousa_2010.csv],de Sousa et al 2010
Lagothrix_lagotricha,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,1.63,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1625 (FrontalMotor_white_matter_Vol.mm3; 0.31%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lagothrix_lagotricha,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,2.43,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 2434 (FrontalMotor_grey_matter_Vol.mm3; 0.16%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lagothrix_lagotricha,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,164,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: deSousa_2010.csv],0,,,Evo-M1 value matches Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: deSousa_2010.csv] = 164 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/deSousa_2010.csv R48C6; 0 prior contributions),Stephan_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv],Stephan_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv],de Sousa et al 2010; de Sousa et al 2013
Lagothrix_lagotricha,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,24.19,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 24188 (AssociationCortex_grey_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lagothrix_lagotricha,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,12.5,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 12496 (AssociationCortex_white_matter_Vol.mm3; 0.03%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lagothrix_lagotricha,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.89,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1887 (PrefrontalCortex_grey_matter_Vol.mm3; 0.16%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Lagothrix_lagotricha,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.23,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 226 (PrefrontalCortex_white_matter_Vol.mm3; 1.74%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Lagothrix_lagotricha,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,1.23,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 1226 (Area_striata_white_matter_Vol.mm3; 0.33%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Leontopithecus_rosalia,Brain_mass,Brain_Mass.mg,crosswalk_exact,12700,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Leontopithecus_rosalia,Brain_weight,Brain_Mass.mg,crosswalk_exact,12700,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013
Lepilemur_ruficaudatus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,326,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 0.326 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R36C5; 0 prior contributions),Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Lepilemur_ruficaudatus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,15.6,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 15.6 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R36C10; 0 prior contributions),deSousa_etal_2010_SupTable2; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010; de Sousa et al 2013
Lepilemur_ruficaudatus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,crosswalk_exact,2.3,likely_fallback_metadata,metadata_tables_close_same_structure,Stephan_etal_1981_TableXIII,129,,,Stephan_etal_1981_TableXIII = 2.38 (3.4%),Stephan_etal_1981_TableXIII = 2.38 (Nucleus_vestibularis_lateralis_unilateral_Vol.mm3; 3.36%; scale 1; 129 prior contributions),Stephan_etal_1981_TableXIII; Matano__1986_TableI; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableXIII; Matano__1986_TableI,Stephan et al 1981
Lophocebus_albigena,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,5420,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 5400 (Area_striata_grey_matter_Vol.mm3; 0.37%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1,de Sousa et al 2010
Lophocebus_albigena,Brain_mass,Brain_Mass.mg,crosswalk_exact,110500,resolved_multiple,direct_same_structure_multiple,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1; deSousa_etal_2013_Table1,Bauernfeind et al 2013
Lophocebus_albigena,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,3.06,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 3063 (FrontalMotor_white_matter_Vol.mm3; 0.10%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lophocebus_albigena,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,3.93,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 3926 (FrontalMotor_grey_matter_Vol.mm3; 0.10%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lophocebus_albigena,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,29.1,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 29102 (AssociationCortex_grey_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lophocebus_albigena,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,17.09,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 17092 (AssociationCortex_white_matter_Vol.mm3; 0.01%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Lophocebus_albigena,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,2.31,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 2311 (PrefrontalCortex_grey_matter_Vol.mm3; 0.04%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Lophocebus_albigena,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.42,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 424 (PrefrontalCortex_white_matter_Vol.mm3; 0.94%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Lophocebus_albigena,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,1.41,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 1411 (Area_striata_white_matter_Vol.mm3; 0.07%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Loris_tardigradus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,529,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: deSousa_2010.csv],0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: deSousa_2010.csv] = 529 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/deSousa_2010.csv R52C2; 0 prior contributions),Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv],de Sousa et al 2010
Loris_tardigradus,Brain_mass,Brain_Mass.mg,crosswalk_exact,6900,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Loris_tardigradus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,24.6,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: deSousa_2010.csv],0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: deSousa_2010.csv] = 24.6 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/deSousa_2010.csv R52C6; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv],de Sousa et al 2010; de Sousa et al 2013
Macaca_fascicularis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,2713.3,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,NA,deSousa_etal_2010_SupTable2 = 2700 (Area_striata_grey_matter_Vol.mm3; 0.49%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],deSousa_etal_2010_SupTable2,de Sousa et al 2010
Macaca_fascicularis,Brain_weight,Brain_Mass.mg,crosswalk_exact,57600,resolved_fallback_evom1,evom1_all_volume_tables_near_perfect,deSousa_etal_2013_Table1,15,,,Evo-M1 value matches deSousa_etal_2013_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2013_Table1 = 57600 (Brain_Mass.mg; 0.00%; scale 1; 15 prior contributions),deSousa_etal_2013_Table1; deSousa_etal_2013 [restricted: deSousa_2013.csv],deSousa_etal_2013_Table1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013
Macaca_maura,Brain_mass,Brain_Mass.mg,crosswalk_exact,83300,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Bauernfeind et al 2013
Macaca_maura,Brain_weight,Brain_Mass.mg,crosswalk_exact,83300,resolved_unique,direct_same_structure_unique,Bauernfeind_etal_2013_Table1,181,1000,,NA,,,Bauernfeind_etal_2013_Table1,Stephan et al 1981; Zilles and Rehkamper 1988; Bauernfeind et al 2013
Macaca_mulatta,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,5343,resolved_fallback_metadata,metadata_tables_near_perfect,deSousa_etal_2010_SupTable2,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010_SupTable2 = 5300 (Area_striata_grey_matter_Vol.mm3; 0.80%; scale 1; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1,de Sousa et al 2010
Microcebus_murinus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,136,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: deSousa_2010.csv],0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: deSousa_2010.csv] = 136 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/deSousa_2010.csv R56C2; 0 prior contributions),Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv]; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: deSousa_2010.csv],de Sousa et al 2010
Microcebus_murinus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,crosswalk_exact,7.1,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,,,Evo-M1 value matches Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 7.1 (0.00%; scale 1; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R31C10; 0 prior contributions),deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; Stephan_etal_1984_Table1; Stephan_etal_1981_TableIX; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Stephan_etal_1981_TableIX; Stephan_etal_1984_Table1; deSousa_etal_2010_SupTable2; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010; de Sousa et al 2013
Miopithecus_talapoin,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,crosswalk_exact,2339,resolved_fallback_restricted,restricted_documents_near_perfect,deSousa_etal_2010 [restricted: Visual_volumes.xlsx],0,1000,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,deSousa_etal_2010 [restricted: Visual_volumes.xlsx] = 2.339 (0.00%; scale 1000; restricted_checks/deSousa_etal_2010/comparison/Visual_volumes.xlsx R16C5; 0 prior contributions),deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1; Frahm_etal_1984_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx]; deSousa_etal_2010 [restricted: deSousa_2010.csv]; Stephan_etal_1981 [restricted: Stephan_1981.csv],Frahm_etal_1984_Table1; deSousa_etal_2010_SupTable2; Smaers_etal_2017_TableS1part1; Frahm_etal_1998_Table1; deSousa_etal_2010 [restricted: Visual_volumes.xlsx],de Sousa et al 2010
Miopithecus_talapoin,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,0.55,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 548 (FrontalMotor_white_matter_Vol.mm3; 0.36%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Miopithecus_talapoin,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,0.91,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 906 (FrontalMotor_grey_matter_Vol.mm3; 0.44%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Miopithecus_talapoin,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,crosswalk_exact,12.22,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 12218 (AssociationCortex_grey_matter_Vol.mm3; 0.02%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Miopithecus_talapoin,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,crosswalk_exact,4.64,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 4642 (AssociationCortex_white_matter_Vol.mm3; 0.04%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Miopithecus_talapoin,Prefrontal.Gray,PrefrontalCortex_grey_matter_Vol.mm3,crosswalk_exact,1.02,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1018 (PrefrontalCortex_grey_matter_Vol.mm3; 0.20%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1; Smaers_etal_2011_SupplementaryTable2,Smaers et al 2017
Miopithecus_talapoin,Prefrontal.White,PrefrontalCortex_white_matter_Vol.mm3,crosswalk_exact,0.15,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 152 (PrefrontalCortex_white_matter_Vol.mm3; 1.32%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
Miopithecus_talapoin,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,crosswalk_exact,0.71,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,Evo-M1 value matches Frahm_etal_1984_Table1 (not the metadata source); attributed to metadata source; see source_hunt,Smaers_etal_2017_TableS1part1 = 709 (Area_striata_white_matter_Vol.mm3; 0.14%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Frahm_etal_1984_Table1; Smaers_etal_2017 [restricted: Smaers.csv],Frahm_etal_1984_Table1; Smaers_etal_2017_TableS1part1,Smaers et al 2017
Nasalis_larvatus,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,crosswalk_exact,0.93,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 933 (FrontalMotor_white_matter_Vol.mm3; 0.32%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1,Smaers_etal_2017_TableS1part1,Smaers et al 2017
Nasalis_larvatus,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,crosswalk_exact,1.75,resolved_fallback_metadata,metadata_tables_near_perfect,Smaers_etal_2017_TableS1part1,0,,,NA,Smaers_etal_2017_TableS1part1 = 1749 (FrontalMotor_grey_matter_Vol.mm3; 0.06%; scale 0.001; 0 prior contributions),Smaers_etal_2017_TableS1part1; Smaers_etal_2017 [restricted: Smaers.csv],Smaers_etal_2017_TableS1part1,Smaers et al 2017
